fraction,mode,perturbation,n_samples,mean_score_drop,mean_bounded_relative_score_drop,flip_rate,base_accuracy,dataset,model
0.1,top,global_mean,50,0.14116440139106037,0.28952506595192096,0.12,0.7402597402597403,Worms,HYDRA
0.1,bottom,global_mean,50,0.08096681165573884,0.11779330495844599,0.06,0.7662337662337663,WormsTwoClass,HYDRA
0.1,random,global_mean,50,0.08094671473857304,0.127727938793981,0.07200000000000001,0.7662337662337663,WormsTwoClass,HYDRA
0.1,top,global_mean,50,0.1743804046396311,0.2712335997548674,0.1,0.7662337662337663,WormsTwoClass,HYDRA
0.1,bottom,global_mean,50,0.06828100360882121,0.11171198265122939,0.06,0.9329073482428115,MoteStrain,HYDRA
0.1,random,global_mean,50,0.12815544964078548,0.19350051482198932,0.052000000000000005,0.9329073482428115,MoteStrain,HYDRA
0.1,top,global_mean,50,0.1908345019287755,0.24745273644099636,0.1,0.9329073482428115,MoteStrain,HYDRA
0.1,bottom,global_mean,50,-0.006119869541770051,-0.022123553718230174,0.0,0.9722222222222222,PowerCons,HYDRA
0.1,random,global_mean,50,0.03204190622241174,0.02929276554989743,0.012000000000000002,0.9722222222222222,PowerCons,HYDRA
0.1,top,global_mean,50,0.08615406215365903,0.0813621617980032,0.04,0.9722222222222222,PowerCons,HYDRA
0.1,bottom,global_mean,50,0.13725419018333837,0.11276100627964224,0.04,0.89,ECG200,HYDRA
0.1,random,global_mean,50,0.19538887952731812,0.24163862390864296,0.08,0.89,ECG200,HYDRA
0.1,top,global_mean,50,0.14466650249341168,0.20008406864359682,0.12,0.89,ECG200,HYDRA
0.1,bottom,global_mean,50,0.23539136966235083,0.30515848036110027,0.26,0.7463768115942029,DistalPhalanxOutlineCorrect,HYDRA
0.1,random,global_mean,50,0.47804459819828,0.5236878716864269,0.38,0.7463768115942029,DistalPhalanxOutlineCorrect,HYDRA
0.1,top,global_mean,50,0.5843098725727199,0.5534658423959933,0.52,0.7463768115942029,DistalPhalanxOutlineCorrect,HYDRA
0.1,bottom,global_mean,50,0.4136760814920265,0.49806880483195415,0.14,0.697841726618705,DistalPhalanxTW,HYDRA
0.1,random,global_mean,50,0.4134869766053372,0.4929943771691427,0.252,0.697841726618705,DistalPhalanxTW,HYDRA
0.1,top,global_mean,50,0.2801060729693237,0.4587118424624701,0.16,0.697841726618705,DistalPhalanxTW,HYDRA
0.1,bottom,global_mean,50,-0.025783872796610187,-0.08906809328536754,0.14,0.762589928057554,DistalPhalanxOutlineAgeGroup,HYDRA
0.1,random,global_mean,50,0.25077280009645103,0.3601920087061751,0.376,0.762589928057554,DistalPhalanxOutlineAgeGroup,HYDRA
0.1,top,global_mean,50,0.45886770439984464,0.8615344829383039,0.48,0.762589928057554,DistalPhalanxOutlineAgeGroup,HYDRA
0.1,bottom,global_mean,50,0.04957453731969849,0.14786731042088552,0.06,0.8,CricketZ,HYDRA
0.1,random,global_mean,50,0.1372994272639394,0.31712698363013364,0.16,0.8,CricketZ,HYDRA
0.1,top,global_mean,50,0.4122199022559091,0.7125748384503684,0.26,0.8,CricketZ,HYDRA
0.1,bottom,global_mean,50,0.07347095441334116,0.19260751867541184,0.22,0.8128205128205128,CricketX,HYDRA
0.1,random,global_mean,50,0.18357203504400338,0.38653268642604444,0.20400000000000001,0.8128205128205128,CricketX,HYDRA
0.1,top,global_mean,50,0.40282300288828166,0.5955229564232114,0.32,0.8128205128205128,CricketX,HYDRA
0.1,bottom,global_mean,50,0.5330097027832749,0.6259978434906539,0.58,0.7853658536585366,ProximalPhalanxTW,HYDRA
0.1,random,global_mean,50,0.45995436348995405,0.4122554682181498,0.46,0.7853658536585366,ProximalPhalanxTW,HYDRA
0.1,top,global_mean,50,0.15029260565854163,0.1815288031801185,0.3,0.7853658536585366,ProximalPhalanxTW,HYDRA
0.1,bottom,global_mean,50,0.12804636954528173,0.2550234612378151,0.32,0.8634146341463415,ProximalPhalanxOutlineAgeGroup,HYDRA
0.1,random,global_mean,50,0.5685142866098479,0.59889932832634,0.648,0.8634146341463415,ProximalPhalanxOutlineAgeGroup,HYDRA
0.1,top,global_mean,50,0.8024264698468622,0.8463651937027258,0.7,0.8634146341463415,ProximalPhalanxOutlineAgeGroup,HYDRA
0.1,bottom,global_mean,50,0.08698591669626941,0.19846863060193848,0.28,0.7445141065830722,WordSynonyms,HYDRA
0.1,random,global_mean,50,0.15622250827924142,0.33385811309787883,0.34800000000000003,0.7445141065830722,WordSynonyms,HYDRA
0.1,top,global_mean,50,0.20786787050071212,0.45897704854987154,0.32,0.7445141065830722,WordSynonyms,HYDRA
0.1,bottom,global_mean,50,0.103347389102848,0.39571296310074133,0.26,0.4826666666666667,ScreenType,HYDRA
0.1,random,global_mean,50,0.07522272273456339,0.2096753000343832,0.22400000000000003,0.4826666666666667,ScreenType,HYDRA
0.1,top,global_mean,50,0.22553977207993323,0.5341628289282355,0.42,0.4826666666666667,ScreenType,HYDRA
0.1,bottom,global_mean,50,0.008304140368448986,-0.03365167599737881,0.1,0.47692307692307695,GestureMidAirD3,HYDRA
0.1,random,global_mean,50,0.07676805524301553,0.15955531696120231,0.20400000000000001,0.47692307692307695,GestureMidAirD3,HYDRA
0.1,top,global_mean,50,0.17925671326797757,0.4506220641412852,0.38,0.47692307692307695,GestureMidAirD3,HYDRA
0.1,bottom,global_mean,50,0.014335020369770636,0.00045165376267770397,0.06,0.676923076923077,GestureMidAirD2,HYDRA
0.1,random,global_mean,50,0.11613375054034143,0.33038195712759716,0.192,0.676923076923077,GestureMidAirD2,HYDRA
0.1,top,global_mean,50,0.2539721698405933,0.6532865624699098,0.42,0.676923076923077,GestureMidAirD2,HYDRA
0.1,bottom,global_mean,50,0.1023757710748347,0.18004276970764707,0.02,0.956140350877193,ToeSegmentation1,HYDRA
0.1,random,global_mean,50,0.1920758389825941,0.3229115929309662,0.1,0.956140350877193,ToeSegmentation1,HYDRA
0.1,top,global_mean,50,0.22998849647922393,0.3802773679454705,0.06,0.956140350877193,ToeSegmentation1,HYDRA
0.1,bottom,global_mean,50,0.08111438545739716,0.1038469493948885,0.04,0.8923076923076924,ToeSegmentation2,HYDRA
0.1,random,global_mean,50,0.24648522392726285,0.2684347691427958,0.05600000000000001,0.8923076923076924,ToeSegmentation2,HYDRA
0.1,top,global_mean,50,0.41034489849026173,0.4473791781530068,0.14,0.8923076923076924,ToeSegmentation2,HYDRA
0.1,bottom,global_mean,50,0.2580426364710126,0.6248054613419847,0.5,0.4861878453038674,EOGVerticalSignal,HYDRA
0.1,random,global_mean,50,0.25449918095058155,0.5581933157609023,0.43200000000000005,0.4861878453038674,EOGVerticalSignal,HYDRA
0.1,top,global_mean,50,0.24008755924645547,0.4981848926535894,0.48,0.4861878453038674,EOGVerticalSignal,HYDRA
0.1,bottom,global_mean,50,0.11143260482630507,0.07284029342091411,0.06,0.712,Computers,HYDRA
0.1,random,global_mean,50,0.1333152694777603,0.09802483119525833,0.032,0.712,Computers,HYDRA
0.1,top,global_mean,50,0.10676210980170947,0.0618276064350872,0.06,0.712,Computers,HYDRA
0.1,bottom,global_mean,50,0.09368084534526636,0.1462486892344373,0.1,0.7142857142857143,Ham,HYDRA
0.1,random,global_mean,50,0.1356431632645228,0.21157254991579644,0.092,0.7142857142857143,Ham,HYDRA
0.1,top,global_mean,50,0.20968772960582732,0.3015715942462753,0.14,0.7142857142857143,Ham,HYDRA
0.1,bottom,global_mean,50,-0.056970713246733154,0.000295647878362707,0.3,0.5773480662983426,EOGHorizontalSignal,HYDRA
0.1,random,global_mean,50,0.023987824198533517,0.08513653884210863,0.376,0.5773480662983426,EOGHorizontalSignal,HYDRA
0.1,top,global_mean,50,0.1284421232215734,0.18501407025328473,0.38,0.5773480662983426,EOGHorizontalSignal,HYDRA
