dataset,fraction,mean_iou,median_iou,mean_overlap_fraction,mean_centre_distance,hydra_score_drop,shap_score_drop,hydra_flip_rate,shap_flip_rate,n_samples,shap_minus_hydra_score_drop,shap_minus_hydra_flip_rate
DistalPhalanxOutlineCorrect,0.1,0.3913597513597514,0.3333333333333333,0.46875,0.11875,0.6150955332462712,0.7245045360319777,0.5,0.6,20,0.10940900278570653,0.09999999999999998
DistalPhalanxOutlineCorrect,0.2,0.5353055232807555,0.6421052631578947,0.609375,0.10625,0.9942743997283348,0.9827499065146302,0.75,0.75,20,-0.011524493213704523,0.0
DistalPhalanxTW,0.05,0.007142857142857143,0.0,0.0125,0.2625,0.19817073672672028,0.32950975152673034,0.05,0.15,20,0.13133901480001006,0.09999999999999999
DistalPhalanxTW,0.1,0.059157509157509156,0.0,0.0875,0.2,0.26051303460280695,0.40128517019248455,0.05,0.2,20,0.1407721355896776,0.15000000000000002
DistalPhalanxTW,0.2,0.22293246187363835,0.0,0.278125,0.22875,0.1587933030555478,0.3462641099267485,0.15,0.25,20,0.18747080687120068,0.1
ECG200,0.05,0.0625,0.0,0.06999999999999999,0.23229166666666665,0.11378792625907383,0.2858578329571073,0.05,0.05,20,0.1720699066980335,0.0
ECG200,0.1,0.07722308221534227,0.0,0.125,0.23125,0.11507226193280407,0.44449973150513544,0.05,0.1,20,0.3294274695723314,0.05
ECG200,0.2,0.19714381623002314,0.17619047619047618,0.28421052631578947,0.203125,0.15896121859681434,0.4708195521633316,0.1,0.3,20,0.31185833356651727,0.19999999999999998
EOGHorizontalSignal,0.05,0.016666666666666666,0.0,0.025,0.34164,0.10633078927356658,-0.00010080137863069383,0.3,0.1,20,-0.10643159065219727,-0.19999999999999998
EOGHorizontalSignal,0.1,0.09688265974999305,0.0,0.1272,0.24244000000000004,0.10843598106586402,0.03724424777352057,0.25,0.2,20,-0.07119173329234346,-0.04999999999999999
EOGHorizontalSignal,0.2,0.18435306903490326,0.0,0.2414,0.29396,0.11169834645129062,0.14318381903109212,0.5,0.55,20,0.0314854725798015,0.050000000000000044
EOGVerticalSignal,0.05,0.048412698412698414,0.0,0.049193548387096775,0.36672,0.08173596806634023,0.24418303060315663,0.25,0.3,20,0.1624470625368164,0.04999999999999999
EOGVerticalSignal,0.1,0.09946700329616383,0.0,0.11359999999999999,0.34952,0.18943303291798674,0.3181642270616875,0.35,0.4,20,0.12873119414370077,0.050000000000000044
EOGVerticalSignal,0.2,0.2532724727384493,0.0,0.3094,0.25708,0.4635593164981583,0.5412923473543234,0.7,0.75,20,0.07773303085616512,0.050000000000000044
Earthquakes,0.05,0.17135520120140116,0.0,0.1980769230769231,0.23759765625,0.2652801460411217,0.23652163422296674,0.0,0.0,20,-0.028758511818154975,0.0
Earthquakes,0.1,0.195720226869109,0.0,0.23431372549019608,0.273046875,0.31633470676952075,0.24402354091496595,0.05,0.0,20,-0.0723111658545548,-0.05
Earthquakes,0.2,0.24969002029089965,0.030539609644087258,0.30392156862745096,0.23447265625,0.5060166667609833,0.45142839352247355,0.1,0.05,20,-0.05458827323850979,-0.05
Fish,0.05,0.058230710549258935,0.0,0.08260869565217391,0.24568034557235424,0.25907840485936073,0.22391559068132844,0.1,0.15,20,-0.0351628141780323,0.04999999999999999
Fish,0.1,0.12051185507474486,0.0,0.16630434782608697,0.2480561555075594,0.3777653886052616,0.42242508194539335,0.25,0.35,20,0.044659693340131756,0.09999999999999998
Fish,0.2,0.28442505814682845,0.06707317073170732,0.34086021505376346,0.28293736501079914,0.6655586312973424,0.6147881534538199,0.5,0.4,20,-0.05077047784352251,-0.09999999999999998
GestureMidAirD2,0.05,0.12670112781954887,0.0,0.14444444444444443,0.31222222222222223,0.1271725299951346,0.2434405515424146,0.15,0.4,20,0.11626802154728,0.25
GestureMidAirD2,0.1,0.18174427333136872,0.0,0.2375,0.21388888888888888,0.2516823050153699,0.3523064077852046,0.4,0.45,20,0.10062410276983469,0.04999999999999999
GestureMidAirD2,0.2,0.3084631466781763,0.1806451612903226,0.36944444444444446,0.2098611111111111,0.37415536915258946,0.4696122393879759,0.65,0.65,20,0.09545687023538646,0.0
GestureMidAirD3,0.05,0.13748409485251592,0.0,0.16944444444444445,0.1426388888888889,0.22565685769644217,0.22429565974413745,0.25,0.2,20,-0.0013611979523047157,-0.04999999999999999
GestureMidAirD3,0.1,0.23984066260809023,0.09115958668197474,0.30416666666666664,0.15583333333333332,0.2683490449074291,0.3500683721346045,0.35,0.4,20,0.0817193272271754,0.050000000000000044
GestureMidAirD3,0.2,0.424162220144561,0.32789393166751657,0.51875,0.13166666666666665,0.3993295521596304,0.4380981514205291,0.6,0.5,20,0.038768599260898706,-0.09999999999999998
GunPointOldVersusYoung,0.05,0.028205128205128206,0.0,0.04375,0.20933333333333332,-0.11020857742224885,0.08700492545994007,0.0,0.0,20,0.19721350288218892,0.0
GunPointOldVersusYoung,0.1,0.06686574295269947,0.0,0.10333333333333332,0.24866666666666667,-0.15104437084865413,-0.01864434462998544,0.0,0.0,20,0.1324000262186687,0.0
GunPointOldVersusYoung,0.2,0.30868777784304696,0.08187134502923976,0.365,0.262,-0.3694349859423034,-0.3027468683310114,0.0,0.0,20,0.06668811761129201,0.0
Ham,0.05,0.02762679055361982,0.0,0.045454545454545456,0.34976798143851506,0.3248029047972986,0.26790732457091176,0.05,0.1,20,-0.056895580226386855,0.05
Ham,0.1,0.07337989642623484,0.0,0.09883720930232558,0.3474477958236659,0.40312752107473615,0.38090191658503436,0.25,0.25,20,-0.02222560448970179,0.0
Ham,0.2,0.2736830095027576,0.09390975325041259,0.338953488372093,0.21612529002320185,0.5829949011694031,0.5524707164967857,0.45,0.35,20,-0.030524184672617416,-0.10000000000000003
Haptics,0.05,0.0125,0.0,0.02,0.34413919413919414,0.18708635482030775,0.3647546881362569,0.3,0.4,20,0.17766833331594914,0.10000000000000003
Haptics,0.1,0.05952307065195126,0.0,0.08119266055045872,0.30792124542124544,0.29663391995521843,0.35644496118890145,0.35,0.35,20,0.05981104123368303,0.0
Haptics,0.2,0.12446076188766109,0.0,0.15252293577981652,0.3063186813186813,0.5041655652258349,0.4772960495977795,0.5,0.5,20,-0.026869515628055396,0.0
MoteStrain,0.05,0.11714285714285713,0.0,0.1625,0.2375,0.21514289949199955,0.24383269823517884,0.1,0.05,20,0.028689798743179284,-0.05
MoteStrain,0.1,0.2902974802974803,0.18681318681318682,0.36875,0.22797619047619047,0.2812191270885288,0.34656290635015596,0.2,0.2,20,0.06534377926162716,0.0
MoteStrain,0.2,0.2829258530907706,0.08620689655172414,0.3382352941176471,0.2791666666666667,0.2693190933883795,0.3390836519756649,0.2,0.1,20,0.06976455858728542,-0.1
OSULeaf,0.05,0.09622377622377623,0.0,0.11428571428571428,0.2882903981264637,0.31022517410798595,0.30073423271233446,0.05,0.05,20,-0.009490941395651487,0.0
OSULeaf,0.1,0.1179060335909651,0.0,0.14069767441860465,0.31826697892271666,0.34725694273783125,0.3314859446939473,0.05,0.1,20,-0.015770998043883933,0.05
OSULeaf,0.2,0.19076036239432448,0.0944055944055944,0.26235294117647057,0.24285714285714288,0.4674507728259069,0.2740987499076434,0.1,0.05,20,-0.19335202291826353,-0.05
PowerCons,0.05,0.15634615384615386,0.0,0.19285714285714284,0.31145833333333334,-0.034480242032924165,-0.22853106801969386,0.0,0.0,20,-0.1940508259867697,0.0
PowerCons,0.1,0.19692696192696194,0.0,0.24642857142857144,0.29131944444444446,-0.11779563548410787,-0.25912849194228876,0.0,0.0,20,-0.1413328564581809,0.0
PowerCons,0.2,0.21627720640572537,0.0,0.24655172413793106,0.30347222222222225,-0.14749305018238873,-0.18919160125229822,0.0,0.0,20,-0.041698551069909495,0.0
ProximalPhalanxOutlineAgeGroup,0.05,0.016666666666666666,0.0,0.025,0.220625,0.3156616867702434,0.4627852739348535,0.25,0.6,20,0.1471235871646101,0.35
ProximalPhalanxOutlineAgeGroup,0.1,0.017619047619047618,0.0,0.03125,0.26687500000000003,0.6208364928758189,0.5417395601785351,0.5,0.7,20,-0.0790969326972838,0.19999999999999996
ProximalPhalanxOutlineAgeGroup,0.2,0.08956219652174222,0.0,0.128125,0.365625,1.382933452981605,0.6920252607923307,0.7,0.7,20,-0.6909081921892744,0.0
ProximalPhalanxTW,0.05,0.09714285714285713,0.0,0.125,0.22000000000000003,0.10241008553181725,0.1602930441376212,0.15,0.1,20,0.05788295860580393,-0.04999999999999999
ProximalPhalanxTW,0.1,0.1414085914085914,0.0,0.18125,0.199375,-0.004563584741159155,0.23827784990079973,0.15,0.3,20,0.24284143464195887,0.15
ProximalPhalanxTW,0.2,0.2592386099065955,0.067853170189099,0.31875,0.195,-0.38435803125771484,-0.04118875917594251,0.25,0.3,20,0.34316927208177234,0.04999999999999999
ScreenType,0.05,0.18267803097303398,0.0,0.225,0.2125,0.1710004018105868,0.20925326465930802,0.1,0.25,20,0.03825286284872123,0.15
ScreenType,0.1,0.2893351818747315,0.10933333333333334,0.3548611111111111,0.189375,0.2723129273224313,0.31393456230794425,0.25,0.25,20,0.04162163498551297,0.0
ScreenType,0.2,0.20242521722071335,0.03531598513011153,0.2517361111111111,0.2729861111111111,0.39107228928829885,0.49989391515769005,0.45,0.75,20,0.1088216258693912,0.3
SemgHandGenderCh2,0.05,0.004744525547445255,0.0,0.008666666666666666,0.3229666666666667,0.1731415147907424,0.2813488385559263,0.2,0.35,20,0.10820732376518388,0.14999999999999997
SemgHandGenderCh2,0.1,0.04252083730991919,0.0,0.05066666666666666,0.3444333333333333,0.33571318372466713,0.3181819521980883,0.5,0.4,20,-0.017531231526578817,-0.09999999999999998
SemgHandGenderCh2,0.2,0.1270747723161773,0.0,0.162,0.3428,0.20230960132974882,0.32075039122706267,0.4,0.5,20,0.11844078989731385,0.09999999999999998
SemgHandMovementCh2,0.05,0.03620689655172414,0.0,0.041999999999999996,0.3581333333333333,0.08965483972715556,0.19469122159321234,0.2,0.35,20,0.10503638186605678,0.14999999999999997
SemgHandMovementCh2,0.1,0.04134777566940755,0.0,0.05733333333333333,0.29833333333333334,-0.1991137808848199,0.17069314435802277,0.15,0.35,20,0.36980692524284264,0.19999999999999998
SemgHandMovementCh2,0.2,0.15921362343100215,0.0,0.20833333333333334,0.29456666666666664,-0.9703744115684687,-0.4923803950280686,0.2,0.25,20,0.47799401654040014,0.04999999999999999
SemgHandSubjectCh2,0.05,0.04146341463414634,0.0,0.04533333333333333,0.2992,0.001056453109467459,-0.0642377587137515,0.0,0.0,20,-0.06529421182321896,0.0
SemgHandSubjectCh2,0.1,0.26201332912497544,0.14289446185997912,0.337,0.1634,-0.2120898611412531,-0.28241664508967446,0.0,0.0,20,-0.07032678394842135,0.0
SemgHandSubjectCh2,0.2,0.3170839125771774,0.2019539271047228,0.3823333333333333,0.2257,-0.8455757199856813,-0.8291320464272276,0.0,0.0,20,0.016443673558453664,0.0
ShapeletSim,0.05,0.04399460188933873,0.0,0.06799999999999999,0.27480000000000004,0.38251778803532643,0.23353074671909443,0.2,0.1,20,-0.148987041316232,-0.1
ShapeletSim,0.1,0.0598215662291476,0.0,0.076,0.296,0.6961073774654595,0.5078229643976961,0.5,0.3,20,-0.18828441306776333,-0.2
ShapeletSim,0.2,0.08215632896781977,0.0,0.10900000000000001,0.3307,1.3785487288858493,1.0772383375372612,1.0,1.0,20,-0.30131039134858817,0.0
SmallKitchenAppliances,0.05,0.3288061830584911,0.2792452830188679,0.39861111111111114,0.12291666666666667,0.7462152887492426,0.67691514958177,0.45,0.4,20,-0.06930013916747257,-0.04999999999999999
SmallKitchenAppliances,0.1,0.4145407546638304,0.5334768324459046,0.49930555555555556,0.0917361111111111,1.092003221180138,1.030893857595955,0.7,0.6,20,-0.06110936358418306,-0.09999999999999998
SmallKitchenAppliances,0.2,0.5596681911637014,0.6844409481136915,0.6361111111111112,0.1104861111111111,1.5818314004668363,1.4576787318362459,0.85,0.8,20,-0.12415266863059049,-0.04999999999999993
SmoothSubspace,0.05,0.05,0.0,0.05,0.48666666666666664,0.15004751378000286,0.11657990072940005,0.05,0.0,20,-0.03346761305060281,-0.05
SmoothSubspace,0.1,0.0,0.0,0.0,0.49000000000000005,0.16601354526071047,0.17794220833750427,0.1,0.05,20,0.0119286630767938,-0.05
SmoothSubspace,0.2,0.01,0.0,0.016666666666666666,0.5066666666666666,0.30214199206537934,0.21797656247478764,0.15,0.05,20,-0.0841654295905917,-0.09999999999999999
Symbols,0.05,0.10572390572390573,0.0,0.135,0.26444723618090454,0.24218280678132648,0.305536098322127,0.0,0.0,20,0.06335329154080055,0.0
Symbols,0.1,0.11965361856886683,0.0,0.15625,0.23781407035175878,0.3444500229852353,0.3779159420827747,0.0,0.0,20,0.033465919097539376,0.0
Symbols,0.2,0.2479934001008944,0.057038199895342756,0.304375,0.20816582914572862,0.5278094706730164,0.5251618236641178,0.0,0.05,20,-0.002647647008898635,0.05
ToeSegmentation1,0.05,0.019692307692307693,0.0,0.03571428571428571,0.2371841155234657,0.18723679770980892,0.37688917115279214,0.0,0.1,20,0.18965237344298322,0.1
ToeSegmentation1,0.1,0.20735560494181185,0.0,0.25,0.22851985559566787,0.3005492774969439,0.4415341102649015,0.05,0.2,20,0.14098483276795765,0.15000000000000002
ToeSegmentation1,0.2,0.13989906781538036,0.0,0.1918181818181818,0.2463898916967509,0.37776397279474255,0.4811984776273893,0.1,0.1,20,0.10343450483264677,0.0
ToeSegmentation2,0.05,0.0731848590580515,0.0,0.11764705882352941,0.2564139941690962,0.10986896714117585,0.44691330774379934,0.05,0.1,20,0.3370443406026235,0.05
ToeSegmentation2,0.1,0.3399984224970167,0.3081761006289308,0.43235294117647055,0.17026239067055393,0.45106987854744574,0.6129099882779171,0.15,0.25,20,0.16184010973047136,0.1
ToeSegmentation2,0.2,0.36181746600887293,0.26648143470573377,0.4217391304347826,0.2497084548104956,0.8404328288201451,0.8176627856478937,0.4,0.4,20,-0.022770043172251397,0.0
Trace,0.05,0.2461111111111111,0.0,0.27142857142857146,0.21981818181818183,0.6066791771898818,0.6657764940697214,0.2,0.5,20,0.059097316879839545,0.3
Trace,0.1,0.245283266779689,0.0,0.2785714285714286,0.21418181818181817,0.8196718113348934,0.8116340472045616,0.2,0.5,20,-0.00803776413033186,0.3
Trace,0.2,0.26669044365287553,0.20893719806763283,0.34545454545454546,0.182,0.736157986136567,0.9149347178400488,0.25,0.45,20,0.17877673170348174,0.2
WordSynonyms,0.05,0.023684210526315787,0.0,0.03214285714285715,0.2311111111111111,0.1592831571657189,0.24820589564601456,0.2,0.3,20,0.08892273848029567,0.09999999999999998
WordSynonyms,0.1,0.0995661998933364,0.0,0.13148148148148148,0.22333333333333333,0.22010832811983963,0.39576183508595386,0.25,0.5,20,0.17565350696611423,0.25
WordSynonyms,0.2,0.22623273185191076,0.07593180015860429,0.2814814814814815,0.1987037037037037,0.3489558410821112,0.5309814037302582,0.35,0.75,20,0.18202556264814695,0.4
Worms,0.05,0.15467069174464193,0.0,0.1988888888888889,0.2852777777777778,0.12716852430456832,0.2922476919475866,0.05,0.0,20,0.16507916764301828,-0.05
Worms,0.1,0.25119767372254875,0.0,0.30666666666666664,0.2649444444444444,0.12249978978746316,0.2666877421308623,0.05,0.05,20,0.14418795234339915,0.0
Worms,0.2,0.25009029797965565,0.04878048780487805,0.30722222222222223,0.28605555555555556,0.22864258109545038,0.16535194544102044,0.05,0.05,20,-0.06329063565442994,0.0
WormsTwoClass,0.05,0.08933746793059964,0.0,0.12666666666666665,0.3745,0.15535587184019065,0.28250493042105523,0.15,0.1,20,0.1271490585808646,-0.04999999999999999
WormsTwoClass,0.1,0.2727028825125811,0.0,0.32222222222222224,0.30583333333333335,0.19467582704218794,0.24713235582595808,0.1,0.15,20,0.052456528783770134,0.04999999999999999
WormsTwoClass,0.2,0.23453436293658775,0.0,0.2772222222222222,0.32605555555555554,0.31355363965092187,0.24143811145845015,0.2,0.1,20,-0.07211552819247172,-0.1
