true_label,pred_before,fraction,hydra_start,shap_start,window_length,iou,overlap_fraction,normalised_centre_distance,score_before,hydra_score_drop,shap_score_drop,hydra_flipped,shap_flipped,hydra_explain_time_s,windowshap_explain_time_s,windowshap_over_hydra_time_ratio,hydra_over_windowshap_time_ratio,dataset,sample_idx,cluster,cluster_name,shap_minus_hydra_score_drop,shap_minus_hydra_flip
0,0,0.1,377,462,150,0.2765957446808511,0.4333333333333333,0.0566666666666666,-0.0145505213209142,-0.392882261358626,-0.23577551321294,0,0,1.119126726000104,1.2333008179994067,1.1020207000215023,0.907423971238007,SemgHandSubjectCh2,4,0,High-frequency / high-curvature,0.15710674814568598,0
0,0,0.2,351,364,300,0.9169329073482428,0.9566666666666668,0.0086666666666666,-0.0145505213209142,-0.9159334040960252,-0.898923977917551,0,0,1.119126726000104,1.2333008179994067,1.1020207000215023,0.907423971238007,SemgHandSubjectCh2,4,0,High-frequency / high-curvature,0.01700942617847423,0
0,0,0.05,323,330,75,0.8292682926829268,0.9066666666666666,0.0046666666666666,0.5474324094689819,-0.1282507747972787,-0.1589039803670213,0,0,1.1304406319977716,1.2300912909995532,1.0881520499008197,0.9189892167102436,SemgHandSubjectCh2,5,0,High-frequency / high-curvature,-0.030653205569742603,0
0,0,0.1,344,285,150,0.4354066985645933,0.6066666666666667,0.0393333333333333,0.5474324094689819,-0.3023261532622729,-0.474538624297702,0,0,1.1304406319977716,1.2300912909995532,1.0881520499008197,0.9189892167102436,SemgHandSubjectCh2,5,0,High-frequency / high-curvature,-0.17221247103542908,0
0,0,0.2,317,330,300,0.9169329073482428,0.9566666666666668,0.0086666666666666,0.5474324094689819,-0.7820716985749098,-0.8529418043631082,0,0,1.1304406319977716,1.2300912909995532,1.0881520499008197,0.9189892167102436,SemgHandSubjectCh2,5,0,High-frequency / high-curvature,-0.07087010578819841,0
0,0,0.05,458,377,75,0.0,0.0,0.054,0.4585149120316468,0.0051532913324154,-0.0219869986073522,0,0,1.1233538199994657,1.374858970000787,1.2238877417993212,0.8170684008402859,SemgHandSubjectCh2,6,0,High-frequency / high-curvature,-0.027140289939767602,0
0,0,0.1,365,1249,150,0.0,0.0,0.5893333333333334,0.4585149120316468,-0.3153657409525419,-0.2289442513190398,0,0,1.1233538199994657,1.374858970000787,1.2238877417993212,0.8170684008402859,SemgHandSubjectCh2,6,0,High-frequency / high-curvature,0.08642148963350207,0
0,0,0.2,343,156,300,0.2320328542094455,0.3766666666666666,0.1246666666666666,0.4585149120316468,-0.9711407588731314,-0.8312472993562995,0,0,1.1233538199994657,1.374858970000787,1.2238877417993212,0.8170684008402859,SemgHandSubjectCh2,6,0,High-frequency / high-curvature,0.13989345951683196,0
0,0,0.05,405,480,75,0.0,0.0,0.05,1.0713047399521658,-0.1189512968172121,-0.0877056903477337,0,0,1.1405322840000736,1.3099529389983218,1.1485452515241883,0.8706666094983545,SemgHandSubjectCh2,7,0,High-frequency / high-curvature,0.031245606469478396,0
0,0,0.1,334,405,150,0.3574660633484163,0.5266666666666666,0.0473333333333333,1.0713047399521658,-0.1335840138475372,-0.4215325505593656,0,0,1.1405322840000736,1.3099529389983218,1.1485452515241883,0.8706666094983545,SemgHandSubjectCh2,7,0,High-frequency / high-curvature,-0.2879485367118284,0
0,0,0.2,334,1190,300,0.0,0.0,0.5706666666666667,1.0713047399521658,-0.7924900017611614,-0.7295001257026654,0,0,1.1405322840000736,1.3099529389983218,1.1485452515241883,0.8706666094983545,SemgHandSubjectCh2,7,0,High-frequency / high-curvature,0.06298987605849593,0
0,0,0.05,380,618,75,0.0,0.0,0.1586666666666666,0.3307895268145723,-0.0283211771626059,0.0818997259710385,0,0,1.1071497320008348,1.3119036540010711,1.184937877941953,0.8439260982498421,SemgHandSubjectCh2,8,0,High-frequency / high-curvature,0.11022090313364441,0
0,0,0.1,317,540,150,0.0,0.0,0.1486666666666666,0.3307895268145723,-0.1694566121176095,-0.1253725797665577,0,0,1.1071497320008348,1.3119036540010711,1.184937877941953,0.8439260982498421,SemgHandSubjectCh2,8,0,High-frequency / high-curvature,0.04408403235105182,0
0,0,0.2,353,390,300,0.7804154302670623,0.8766666666666667,0.0246666666666666,0.3307895268145723,-0.800133278160234,-0.7123795865545829,0,0,1.1071497320008348,1.3119036540010711,1.184937877941953,0.8439260982498421,SemgHandSubjectCh2,8,0,High-frequency / high-curvature,0.08775369160565116,0
0,0,0.05,496,1008,75,0.0,0.0,0.3413333333333333,0.4633425542751023,0.0225589248169899,0.097395942078272,0,0,1.1079962969997723,1.2794885040020745,1.1547768773836773,0.8659681533160347,SemgHandSubjectCh2,9,0,High-frequency / high-curvature,0.0748370172612821,0
0,0,0.1,423,940,150,0.0,0.0,0.3446666666666667,0.4633425542751023,-0.3585470223004721,-0.2775439406441338,0,0,1.1079962969997723,1.2794885040020745,1.1547768773836773,0.8659681533160347,SemgHandSubjectCh2,9,0,High-frequency / high-curvature,0.0810030816563383,0
0,0,0.2,340,219,300,0.4251781472684085,0.5966666666666667,0.0806666666666666,0.4633425542751023,-1.0830313934916993,-1.175087226873667,0,0,1.1079962969997723,1.2794885040020745,1.1547768773836773,0.8659681533160347,SemgHandSubjectCh2,9,0,High-frequency / high-curvature,-0.09205583338196766,0
0,0,0.05,606,1425,75,0.0,0.0,0.546,0.6419404170210693,0.0864325396837104,-0.0898107415383844,0,0,1.107092443999136,1.2493909309996525,1.1285335183812597,0.8861057148168493,SemgHandSubjectCh2,10,0,High-frequency / high-curvature,-0.17624328122209482,0
0,0,0.1,504,555,150,0.4925373134328358,0.66,0.034,0.6419404170210693,-0.2310757013687283,-0.2719689004200898,0,0,1.107092443999136,1.2493909309996525,1.1285335183812597,0.8861057148168493,SemgHandSubjectCh2,10,0,High-frequency / high-curvature,-0.04089319905136152,0
0,0,0.2,341,1200,300,0.0,0.0,0.5726666666666667,0.6419404170210693,-0.9841517569831372,-1.057794052281635,0,0,1.107092443999136,1.2493909309996525,1.1285335183812597,0.8861057148168493,SemgHandSubjectCh2,10,0,High-frequency / high-curvature,-0.07364229529849775,0
0,0,0.05,597,465,75,0.0,0.0,0.088,-0.0848991997978156,0.0411787185464334,-0.2097044297563827,0,0,1.1195638099998175,1.2793358970011468,1.142709227981704,0.8751132619854989,SemgHandSubjectCh2,17,0,High-frequency / high-curvature,-0.2508831483028161,0
0,0,0.1,505,792,150,0.0,0.0,0.1913333333333333,-0.0848991997978156,-0.4634872676119415,-0.2036907773647367,0,0,1.1195638099998175,1.2793358970011468,1.142709227981704,0.8751132619854989,SemgHandSubjectCh2,17,0,High-frequency / high-curvature,0.25979649024720475,0
0,0,0.2,345,1141,300,0.0,0.0,0.5306666666666666,-0.0848991997978156,-1.2550509210137188,-0.9575585360159672,0,0,1.1195638099998175,1.2793358970011468,1.142709227981704,0.8751132619854989,SemgHandSubjectCh2,17,0,High-frequency / high-curvature,0.29749238499775166,0
0,0,0.05,480,1245,75,0.0,0.0,0.51,0.7406849735149025,-0.0043344672101537,0.0078702199532993,0,0,1.120320444999379,1.3755935139997746,1.2278571904492352,0.8144269608700428,SemgHandSubjectCh2,18,0,High-frequency / high-curvature,0.012204687163453,0
0,0,0.1,442,30,150,0.0,0.0,0.2746666666666666,0.7406849735149025,-0.0219568030361223,-0.3117938094649543,0,0,1.120320444999379,1.3755935139997746,1.2278571904492352,0.8144269608700428,SemgHandSubjectCh2,18,0,High-frequency / high-curvature,-0.289837006428832,0
0,0,0.2,383,1044,300,0.0,0.0,0.4406666666666666,0.7406849735149025,-0.5836117383114651,-0.2641996822819553,0,0,1.120320444999379,1.3755935139997746,1.2278571904492352,0.8144269608700428,SemgHandSubjectCh2,18,0,High-frequency / high-curvature,0.3194120560295098,0
0,0,0.05,421,1350,75,0.0,0.0,0.6193333333333333,0.6769208174765445,-0.0059353060751097,0.1338219432986396,0,0,1.134485261998634,1.3335950999971828,1.1755067647575914,0.8506969334253183,SemgHandSubjectCh2,19,0,High-frequency / high-curvature,0.1397572493737493,0
0,0,0.1,347,236,150,0.1494252873563218,0.26,0.074,0.6769208174765445,-0.2100615044597868,-0.1409860856447828,0,0,1.134485261998634,1.3335950999971828,1.1755067647575914,0.8506969334253183,SemgHandSubjectCh2,19,0,High-frequency / high-curvature,0.06907541881500401,0
0,0,0.2,339,60,300,0.0362694300518134,0.07,0.186,0.6769208174765445,-0.722398705349301,-0.907124075869299,0,0,1.134485261998634,1.3335950999971828,1.1755067647575914,0.8506969334253183,SemgHandSubjectCh2,19,0,High-frequency / high-curvature,-0.18472537051999804,0
0,0,0.05,394,180,75,0.0,0.0,0.1426666666666666,0.1053083951800045,0.0409870463126195,-0.1180785492366769,0,0,1.1371187229997304,1.338633462000871,1.1772152150212978,0.8494623474450322,SemgHandSubjectCh2,20,0,High-frequency / high-curvature,-0.1590655955492964,0
0,0,0.1,361,105,150,0.0,0.0,0.1706666666666666,0.1053083951800045,-0.0730730127554625,-0.3657168955402461,0,0,1.1371187229997304,1.338633462000871,1.1772152150212978,0.8494623474450322,SemgHandSubjectCh2,20,0,High-frequency / high-curvature,-0.2926438827847836,0
0,0,0.2,377,46,300,0.0,0.0,0.2206666666666666,0.1053083951800045,-1.1206215042401235,-0.9775805173488498,0,0,1.1371187229997304,1.338633462000871,1.1772152150212978,0.8494623474450322,SemgHandSubjectCh2,20,0,High-frequency / high-curvature,0.14304098689127376,0
0,0,0.05,582,1400,75,0.0,0.0,0.5453333333333333,0.0805913334875192,0.0651502174486163,-0.196767167467459,0,0,1.1377297139988514,1.2718337530022836,1.117869857272241,0.89455851546095,SemgHandSubjectCh2,21,0,High-frequency / high-curvature,-0.2619173849160753,0
0,0,0.1,548,468,150,0.3043478260869565,0.4666666666666667,0.0533333333333333,0.0805913334875192,-0.1863696412367722,-0.5308127160986175,0,0,1.1377297139988514,1.2718337530022836,1.117869857272241,0.89455851546095,SemgHandSubjectCh2,21,0,High-frequency / high-curvature,-0.3444430748618453,0
0,0,0.2,437,300,300,0.3729977116704805,0.5433333333333333,0.0913333333333333,0.0805913334875192,-0.9383768266817818,-1.3459914463989249,0,0,1.1377297139988514,1.2718337530022836,1.117869857272241,0.89455851546095,SemgHandSubjectCh2,21,0,High-frequency / high-curvature,-0.4076146197171431,0
0,0,0.05,384,240,75,0.0,0.0,0.096,0.2581110151405205,0.0196958594461951,-0.2322541202226946,0,0,1.135753251001006,1.3903616860006878,1.224175836411017,0.8168761139182055,SemgHandSubjectCh2,22,0,High-frequency / high-curvature,-0.2519499796688897,0
0,0,0.1,399,285,150,0.1363636363636363,0.24,0.076,0.2581110151405205,-0.1913372976592975,-0.4461216808908104,0,0,1.135753251001006,1.3903616860006878,1.224175836411017,0.8168761139182055,SemgHandSubjectCh2,22,0,High-frequency / high-curvature,-0.25478438323151287,0
0,0,0.2,343,241,300,0.4925373134328358,0.66,0.068,0.2581110151405205,-0.958360688101388,-1.1609371035802911,0,0,1.135753251001006,1.3903616860006878,1.224175836411017,0.8168761139182055,SemgHandSubjectCh2,22,0,High-frequency / high-curvature,-0.20257641547890315,0
0,0,0.05,500,405,75,0.0,0.0,0.0633333333333333,0.1605085282370544,-0.0295312552110552,-0.0421156944434938,0,0,1.1286657479977291,1.270647719000408,1.1257962964274917,0.8882601614282416,SemgHandSubjectCh2,24,0,High-frequency / high-curvature,-0.012584439232438599,0
0,0,0.1,405,390,150,0.8181818181818182,0.9,0.01,0.1605085282370544,-0.2507133467085866,-0.4242703750887978,0,0,1.1286657479977291,1.270647719000408,1.1257962964274917,0.8882601614282416,SemgHandSubjectCh2,24,0,High-frequency / high-curvature,-0.1735570283802112,0
0,0,0.2,389,240,300,0.3363028953229399,0.5033333333333333,0.0993333333333333,0.1605085282370544,-0.8295953979419249,-1.060292775485067,0,0,1.1286657479977291,1.270647719000408,1.1257962964274917,0.8882601614282416,SemgHandSubjectCh2,24,0,High-frequency / high-curvature,-0.23069737754314212,0
0,0,0.05,390,735,75,0.0,0.0,0.23,0.1373981359019384,-0.0784682061668757,0.1446450703479839,0,0,1.1463628589990549,1.3917668930007494,1.2140718639610923,0.8236744707494904,SemgHandSubjectCh2,25,0,High-frequency / high-curvature,0.22311327651485963,0
0,0,0.1,391,420,150,0.6759776536312849,0.8066666666666666,0.0193333333333333,0.1373981359019384,-0.3080142420275267,-0.1929863941062005,0,0,1.1463628589990549,1.3917668930007494,1.2140718639610923,0.8236744707494904,SemgHandSubjectCh2,25,0,High-frequency / high-curvature,0.1150278479213262,0
0,0,0.2,305,270,300,0.7910447761194029,0.8833333333333333,0.0233333333333333,0.1373981359019384,-0.9900215109938436,-1.2467230637511713,0,0,1.1463628589990549,1.3917668930007494,1.2140718639610923,0.8236744707494904,SemgHandSubjectCh2,25,0,High-frequency / high-curvature,-0.25670155275732764,0
0,0,0.05,457,877,75,0.0,0.0,0.28,0.43714721777515,-0.1193321861991159,0.0077907959523793,0,0,1.1422150940015854,1.3612788850005018,1.191788562547758,0.8390750099684124,SemgHandSubjectCh2,26,0,High-frequency / high-curvature,0.1271229821514952,0
0,0,0.1,457,480,150,0.7341040462427746,0.8466666666666667,0.0153333333333333,0.43714721777515,-0.2437977463213245,-0.1700186483938965,0,0,1.1422150940015854,1.3612788850005018,1.191788562547758,0.8390750099684124,SemgHandSubjectCh2,26,0,High-frequency / high-curvature,0.07377909792742801,0
0,0,0.2,309,330,300,0.8691588785046729,0.93,0.014,0.43714721777515,-0.4840763211061409,-0.5345813034464015,0,0,1.1422150940015854,1.3612788850005018,1.191788562547758,0.8390750099684124,SemgHandSubjectCh2,26,0,High-frequency / high-curvature,-0.05050498234026063,0
0,0,0.05,350,1425,75,0.0,0.0,0.7166666666666667,0.4460608402314289,0.1853342370101713,-0.2246550966170792,0,0,1.1413697809985024,1.3895306509984948,1.2174237255369549,0.8214066959792014,SemgHandSubjectCh2,27,0,High-frequency / high-curvature,-0.4099893336272505,0
0,0,0.1,610,1350,150,0.0,0.0,0.4933333333333333,0.4460608402314289,-0.0434639533147178,-0.4417650142364155,0,0,1.1413697809985024,1.3895306509984948,1.2174237255369549,0.8214066959792014,SemgHandSubjectCh2,27,0,High-frequency / high-curvature,-0.3983010609216977,0
0,0,0.2,373,585,300,0.171875,0.2933333333333333,0.1413333333333333,0.4460608402314289,-0.6841902579843687,-0.4783522793740842,0,0,1.1413697809985024,1.3895306509984948,1.2174237255369549,0.8214066959792014,SemgHandSubjectCh2,27,0,High-frequency / high-curvature,0.20583797861028452,0
0,0,0.05,396,0,75,0.0,0.0,0.264,0.7212449257656988,0.4405378986319293,0.393297756020002,0,0,1.177499869998428,1.3407308030000422,1.138625011484572,0.8782522691084849,SemgHandGenderCh2,0,0,High-frequency / high-curvature,-0.04724014261192733,0
0,0,0.1,321,45,150,0.0,0.0,0.184,0.7212449257656988,0.8809369033328548,0.5434448791154696,1,0,1.177499869998428,1.3407308030000422,1.138625011484572,0.8782522691084849,SemgHandGenderCh2,0,0,High-frequency / high-curvature,-0.3374920242173852,-1
0,0,0.2,202,7,300,0.2121212121212121,0.35,0.13,0.7212449257656988,0.3535098953239342,0.5027820016063204,0,0,1.177499869998428,1.3407308030000422,1.138625011484572,0.8782522691084849,SemgHandGenderCh2,0,0,High-frequency / high-curvature,0.14927210628238619,0
0,0,0.05,409,1038,75,0.0,0.0,0.4193333333333333,0.6037970138961469,0.4249171251175946,0.4298874499135908,0,0,1.11634448499899,1.3625414029993408,1.2205384819011074,0.8193105050177548,SemgHandGenderCh2,1,0,High-frequency / high-curvature,0.004970324795996184,0
0,0,0.1,368,930,150,0.0,0.0,0.3746666666666666,0.6037970138961469,0.7178351177352861,0.4598586905819191,1,0,1.11634448499899,1.3625414029993408,1.2205384819011074,0.8193105050177548,SemgHandGenderCh2,1,0,High-frequency / high-curvature,-0.257976427153367,-1
0,0,0.2,260,893,300,0.0,0.0,0.422,0.6037970138961469,-0.1771912050042833,0.7111770236367088,0,1,1.11634448499899,1.3625414029993408,1.2205384819011074,0.8193105050177548,SemgHandGenderCh2,1,0,High-frequency / high-curvature,0.8883682286409921,1
0,0,0.05,323,30,75,0.0,0.0,0.1953333333333333,0.4510105292323915,0.3142506910637609,-0.1768214240436244,0,0,1.1329498890008836,1.2774007510015508,1.1274997803548523,0.886918132866753,SemgHandGenderCh2,2,0,High-frequency / high-curvature,-0.4910721151073853,0
0,0,0.1,277,48,150,0.0,0.0,0.1526666666666666,0.4510105292323915,0.2330184578374355,-0.1020075796709431,0,0,1.1329498890008836,1.2774007510015508,1.1274997803548523,0.886918132866753,SemgHandGenderCh2,2,0,High-frequency / high-curvature,-0.33502603750837856,0
0,0,0.2,295,36,300,0.073345259391771,0.1366666666666666,0.1726666666666666,0.4510105292323915,0.4591832172354584,-0.2280330312181028,1,0,1.1329498890008836,1.2774007510015508,1.1274997803548523,0.886918132866753,SemgHandGenderCh2,2,0,High-frequency / high-curvature,-0.6872162484535612,-1
0,0,0.05,49,915,75,0.0,0.0,0.5773333333333334,0.4242979216621908,-0.2221304003834117,0.5045611714255057,0,1,1.1375614169992332,1.2744575750002696,1.120341773160832,0.8925847665027159,SemgHandGenderCh2,3,0,High-frequency / high-curvature,0.7266915718089174,1
0,0,0.1,0,942,150,0.0,0.0,0.628,0.4242979216621908,-0.545281068529915,0.8024575217268288,0,1,1.1375614169992332,1.2744575750002696,1.120341773160832,0.8925847665027159,SemgHandGenderCh2,3,0,High-frequency / high-curvature,1.3477385902567438,1
0,0,0.2,24,765,300,0.0,0.0,0.494,0.4242979216621908,-0.0992193560858982,1.159357009592794,0,1,1.1375614169992332,1.2744575750002696,1.120341773160832,0.8925847665027159,SemgHandGenderCh2,3,0,High-frequency / high-curvature,1.2585763656786924,1
0,0,0.05,299,930,75,0.0,0.0,0.4206666666666667,0.3585118197393614,0.189368731538614,0.1403767886216694,0,0,1.121337771997787,1.2870947239971429,1.1478207157010698,0.8712161980708082,SemgHandGenderCh2,4,0,High-frequency / high-curvature,-0.048991942916944586,0
0,0,0.1,303,624,150,0.0,0.0,0.214,0.3585118197393614,0.5563505032419994,0.6685924758028725,1,1,1.121337771997787,1.2870947239971429,1.1478207157010698,0.8712161980708082,SemgHandGenderCh2,4,0,High-frequency / high-curvature,0.1122419725608731,0
0,0,0.2,290,690,300,0.0,0.0,0.2666666666666666,0.3585118197393614,0.4340058313528454,0.827749460361523,1,1,1.121337771997787,1.2870947239971429,1.1478207157010698,0.8712161980708082,SemgHandGenderCh2,4,0,High-frequency / high-curvature,0.3937436290086776,0
0,0,0.05,298,0,75,0.0,0.0,0.1986666666666666,0.6129191509197508,0.1363927958743077,0.2539880029859342,0,0,1.1242117369984044,1.2786848900032055,1.137405746552013,0.8791937292663137,SemgHandGenderCh2,5,0,High-frequency / high-curvature,0.11759520711162652,0
0,0,0.1,301,0,150,0.0,0.0,0.2006666666666666,0.6129191509197508,0.4780221533431898,-0.1569314258739159,0,0,1.1242117369984044,1.2786848900032055,1.137405746552013,0.8791937292663137,SemgHandGenderCh2,5,0,High-frequency / high-curvature,-0.6349535792171057,0
0,0,0.2,301,1148,300,0.0,0.0,0.5646666666666667,0.6129191509197508,0.4420197232161478,0.0554844993690177,0,0,1.1242117369984044,1.2786848900032055,1.137405746552013,0.8791937292663137,SemgHandGenderCh2,5,0,High-frequency / high-curvature,-0.3865352238471301,0
0,0,0.05,62,857,75,0.0,0.0,0.53,0.5445795212393569,-0.2437612236801755,0.4849390790242033,0,0,1.1184544499992626,1.2604151499981526,1.126925776904892,0.8873698876127456,SemgHandGenderCh2,6,0,High-frequency / high-curvature,0.7287003027043788,0
0,0,0.1,1,792,150,0.0,0.0,0.5273333333333333,0.5445795212393569,-0.6197425135760797,0.7658995313639665,0,1,1.1184544499992626,1.2604151499981526,1.126925776904892,0.8873698876127456,SemgHandGenderCh2,6,0,High-frequency / high-curvature,1.3856420449400462,1
0,0,0.2,0,632,300,0.0,0.0,0.4213333333333333,0.5445795212393569,-0.5162030915124272,1.3370659891851877,0,1,1.1184544499992626,1.2604151499981526,1.126925776904892,0.8873698876127456,SemgHandGenderCh2,6,0,High-frequency / high-curvature,1.8532690806976149,1
0,0,0.05,51,1260,75,0.0,0.0,0.806,0.0204505108494487,-0.6041396858257756,0.0802134500957304,0,1,1.0996873030017014,1.2686666259978665,1.15366124764278,0.8668055740307231,SemgHandGenderCh2,7,0,High-frequency / high-curvature,0.684353135921506,1
0,0,0.1,43,1185,150,0.0,0.0,0.7613333333333333,0.0204505108494487,-0.5641526720992538,0.1436383246822807,0,1,1.0996873030017014,1.2686666259978665,1.15366124764278,0.8668055740307231,SemgHandGenderCh2,7,0,High-frequency / high-curvature,0.7077909967815345,1
0,0,0.2,0,1036,300,0.0,0.0,0.6906666666666667,0.0204505108494487,-1.1257720921076326,0.195081887538241,0,1,1.0996873030017014,1.2686666259978665,1.15366124764278,0.8668055740307231,SemgHandGenderCh2,7,0,High-frequency / high-curvature,1.3208539796458736,1
0,0,0.05,1090,660,75,0.0,0.0,0.2866666666666667,0.4543772463786372,0.4363446227963682,0.303081284720321,0,0,1.0911980089986173,1.2645790150018,1.158890508022731,0.862894288181007,SemgHandGenderCh2,8,0,High-frequency / high-curvature,-0.13326333807604723,0
0,0,0.1,1225,602,150,0.0,0.0,0.4153333333333333,0.4543772463786372,0.2278957053257042,0.5623009340992392,0,1,1.0911980089986173,1.2645790150018,1.158890508022731,0.862894288181007,SemgHandGenderCh2,8,0,High-frequency / high-curvature,0.334405228773535,1
0,0,0.2,1088,438,300,0.0,0.0,0.4333333333333333,0.4543772463786372,0.2258599868124598,0.5018227253647556,0,1,1.0911980089986173,1.2645790150018,1.158890508022731,0.862894288181007,SemgHandGenderCh2,8,0,High-frequency / high-curvature,0.2759627385522958,1
0,0,0.05,35,225,75,0.0,0.0,0.1266666666666666,0.1006146514667907,-0.4745788290390092,0.6661210981105014,0,1,1.1095661239996844,1.2566268129994569,1.1325389139221904,0.8829718676392463,SemgHandGenderCh2,9,0,High-frequency / high-curvature,1.1406999271495106,1
0,0,0.1,1,885,150,0.0,0.0,0.5893333333333334,0.1006146514667907,-0.8502628907742125,0.5867398565292293,0,1,1.1095661239996844,1.2566268129994569,1.1325389139221904,0.8829718676392463,SemgHandGenderCh2,9,0,High-frequency / high-curvature,1.437002747303442,1
0,0,0.2,35,735,300,0.0,0.0,0.4666666666666667,0.1006146514667907,-0.0331765036722791,0.5623652314583439,0,1,1.1095661239996844,1.2566268129994569,1.1325389139221904,0.8829718676392463,SemgHandGenderCh2,9,0,High-frequency / high-curvature,0.595541735130623,1
0,0,0.05,512,795,75,0.0,0.0,0.1886666666666666,0.0287753358997751,0.2996447153252033,0.4556558620645771,1,1,1.1105673509991902,1.272918145001313,1.146187256320883,0.872457789497568,SemgHandGenderCh2,10,0,High-frequency / high-curvature,0.15601114673937377,0
0,0,0.1,453,60,150,0.0,0.0,0.262,0.0287753358997751,0.6289494039744209,-0.1305558615656735,1,0,1.1105673509991902,1.272918145001313,1.146187256320883,0.872457789497568,SemgHandGenderCh2,10,0,High-frequency / high-curvature,-0.7595052655400945,-1
0,0,0.2,384,0,300,0.0,0.0,0.256,0.0287753358997751,0.5111137746569805,-0.232175007251607,1,0,1.1105673509991902,1.272918145001313,1.146187256320883,0.872457789497568,SemgHandGenderCh2,10,0,High-frequency / high-curvature,-0.7432887819085875,-1
0,0,0.05,73,135,75,0.0948905109489051,0.1733333333333333,0.0413333333333333,0.5486202765602725,0.0355263580856237,0.4308174217048849,0,0,1.1036669799977972,1.2967785779983387,1.1749727059886552,0.8510835995620611,SemgHandGenderCh2,12,0,High-frequency / high-curvature,0.3952910636192612,0
0,0,0.1,429,558,150,0.075268817204301,0.14,0.086,0.5486202765602725,0.9348259882763772,0.7581321232069709,1,1,1.1036669799977972,1.2967785779983387,1.1749727059886552,0.8510835995620611,SemgHandGenderCh2,12,0,High-frequency / high-curvature,-0.17669386506940632,0
0,0,0.2,384,570,300,0.2345679012345679,0.38,0.124,0.5486202765602725,0.7724575205994598,0.3538425909817473,1,0,1.1036669799977972,1.2967785779983387,1.1749727059886552,0.8510835995620611,SemgHandGenderCh2,12,0,High-frequency / high-curvature,-0.4186149296177125,-1
0,0,0.05,66,1322,75,0.0,0.0,0.8373333333333334,0.4743655109907531,-0.1531318998184572,-0.0133342189166753,0,0,1.129746664999402,1.297917553998559,1.1488571679025457,0.870430222257905,SemgHandGenderCh2,13,0,High-frequency / high-curvature,0.1397976809017819,0
