method_a,method_b,fraction,mean_iou,median_iou,mean_overlap_fraction,median_overlap_fraction,mean_centre_distance,mean_score_drop_a,mean_score_drop_b,flip_rate_a,flip_rate_b,n_samples,n_datasets
shapley_sampling,tshap_zero,0.2,0.20904786371935904,0.0,0.25397627549508994,0.0,0.28606216610236296,0.37564256867555873,0.39304241341288837,0.4029733959311424,0.352112676056338,2556,128
tshap_centroid,mrsqm,0.05,0.0006303325804374651,0.0,0.0011327958001419824,0.0,0.4519836261237265,0.2913834156036889,0.1005424930351972,0.19718309859154928,0.09272300469483569,2556,128
tshap_centroid,mrsqm,0.1,0.05716213216964097,0.0,0.07382873775783026,0.0,0.4307844511418342,0.4224706421455504,0.15805010455192492,0.2981220657276995,0.15923317683881064,2556,128
tshap_centroid,mrsqm,0.2,0.14353294061854707,0.0,0.17329950794331092,0.0,0.39087028585856115,0.5058836486018312,0.25488896469682926,0.42214397496087636,0.27269170579029733,2556,128
tshap_centroid,tshap_train,0.05,0.4140525727227934,0.38675213675213677,0.46421178332443697,0.5577777777777778,0.141426226436273,0.2913834156036889,0.3076673027010802,0.19718309859154928,0.20461658841940533,2556,128
tshap_centroid,tshap_train,0.1,0.47497174678347803,0.6,0.5249809065478864,0.75,0.14174166971210225,0.4224706421455504,0.4300709554162852,0.2981220657276995,0.3212050078247261,2556,128
tshap_centroid,tshap_train,0.2,0.5353105479315393,0.6941176470588235,0.590496666589449,0.8194444444444444,0.14181696157015214,0.5058836486018312,0.5212120344536765,0.42214397496087636,0.4397496087636933,2556,128
tshap_centroid,tshap_zero,0.05,0.17139580642618604,0.0,0.19639631377594216,0.0,0.2664763374623806,0.2913834156036889,0.24065083334234003,0.19718309859154928,0.18309859154929578,2556,128
tshap_centroid,tshap_zero,0.1,0.20985942604232374,0.0,0.24203622257077412,0.0,0.2616333925587036,0.4224706421455504,0.3388877401394063,0.2981220657276995,0.26721439749608766,2556,128
tshap_centroid,tshap_zero,0.2,0.26899177041620115,0.0,0.31373023288320384,0.0,0.25456516428967135,0.5058836486018312,0.39304241341288837,0.42214397496087636,0.352112676056338,2556,128
tshap_train,mrsqm,0.05,0.0008466894282497118,0.0,0.0014524940164302655,0.0,0.4611644097958797,0.3076673027010802,0.1005424930351972,0.20461658841940533,0.09272300469483569,2556,128
tshap_train,mrsqm,0.1,0.05701933418966569,0.0,0.07336223892391289,0.0,0.43952653442793754,0.4300709554162852,0.15805010455192492,0.3212050078247261,0.15923317683881064,2556,128
tshap_train,mrsqm,0.2,0.14044782132661326,0.0,0.16935092390189402,0.0,0.39755400597637536,0.5212120344536765,0.25488896469682926,0.4397496087636933,0.27269170579029733,2556,128
tshap_zero,mrsqm,0.05,0.0010196699633541403,0.0,0.0016626219304128867,0.0,0.4236684047161592,0.24065083334234003,0.1005424930351972,0.18309859154929578,0.09272300469483569,2556,128
tshap_zero,mrsqm,0.1,0.06576754866973801,0.0,0.09053236484691204,0.0,0.41180070678781083,0.3388877401394063,0.15805010455192492,0.26721439749608766,0.15923317683881064,2556,128
tshap_zero,mrsqm,0.2,0.1538263417627573,0.0,0.1944008655730377,0.0,0.3733923363762042,0.39304241341288837,0.25488896469682926,0.352112676056338,0.27269170579029733,2556,128
tshap_zero,tshap_train,0.05,0.18434779517813543,0.0,0.21420410583023866,0.0,0.2584529065388243,0.24065083334234003,0.3076673027010802,0.18309859154929578,0.20461658841940533,2556,128
tshap_zero,tshap_train,0.1,0.22670228197313427,0.0,0.2618167178111182,0.0,0.2541704750637393,0.3388877401394063,0.4300709554162852,0.26721439749608766,0.3212050078247261,2556,128
tshap_zero,tshap_train,0.2,0.2934934146481846,0.0,0.34136358664769234,0.0,0.24689236236707773,0.39304241341288837,0.5212120344536765,0.352112676056338,0.4397496087636933,2556,128
