dataset,cluster_name,hydra,shapley_sampling,aucs_diff,score_drop_gap
DistalPhalanxTW,Short / moderately rough,0.15227073940778024,0.34011359307022426,-0.18784285366244402,0.36633701111059097
DodgerLoopDay,Short / moderately rough,0.35490005670203423,0.165703879646745,0.18919617705528924,-0.010637136718262413
DodgerLoopGame,Short / moderately rough,0.09300903696131554,0.08205775565915975,0.010951281302155794,0.15178506047282567
DodgerLoopWeekend,Short / moderately rough,0.1980597382433757,0.3525114439671396,-0.15445170572376393,0.4659235658354634
ECG200,Short / moderately rough,0.44632442079390583,0.5250040998096087,-0.07867967901570289,0.36904417662533606
ECG5000,Short / moderately rough,0.7466191997689243,0.8507604880701283,-0.10414128830120395,0.19609569842809588
ECGFiveDays,Short / moderately rough,0.25674104277445875,0.7328375945746745,-0.4760965518002157,-0.12521624560878253
EOGHorizontalSignal,Spiky / multi-class,0.20283174881954222,0.4592461004580198,-0.2564143516384776,-0.10165158812198749
EOGVerticalSignal,Spiky / multi-class,0.17833206909515406,0.477104074756656,-0.29877200566150197,0.03095124302992336
Earthquakes,High-frequency / high-curvature,0.5073229369104068,0.4501780496183196,0.057144887292087165,-0.012129653561693376
ElectricDevices,Short / moderately rough,0.7268823798580989,0.6963511771902301,0.030531202667868795,0.06250985831826344
EthanolLevel,Smooth / low-complexity,-0.30142970606872754,-0.11787986172372837,-0.18354984434499916,-0.21047451690306418
FaceAll,Short / moderately rough,0.6775349765257741,0.5096276329329703,0.1679073435928038,-0.36477780375550867
FaceFour,Short / moderately rough,0.3396167312601015,0.4280427388624745,-0.08842600760237301,-0.03974652337928758
FacesUCR,Short / moderately rough,0.7303431050228322,0.5737485803898467,0.1565945246329855,-0.18870471807489417
FiftyWords,Spiky / multi-class,0.7734169896937598,0.7573593755033521,0.016057614190407743,0.20855016043631913
Fish,Smooth / low-complexity,0.287668916745021,0.37019998952843414,-0.08253107278341315,-0.05132775812389012
FordA,Short / moderately rough,-0.29417336939931904,-0.28667878681131465,-0.007494582588004395,0.02602745450254637
FordB,Short / moderately rough,0.28142337432563463,0.280533147622417,0.0008902267032176447,0.30613846788611687
FreezerRegularTrain,Smooth / low-complexity,0.226736221949154,0.04831513482845883,0.17842108712069515,-0.09411672565416462
FreezerSmallTrain,Smooth / low-complexity,0.02276361023959205,0.13731278268809122,-0.11454917244849916,0.025282389036623346
Fungi,Spiky / multi-class,0.6608183088183456,0.6041038222283481,0.05671448658999745,-0.03143930047559068
GestureMidAirD1,Spiky / multi-class,0.6463933790929703,0.6489687512394677,-0.00257537214649739,0.06513171219862568
GestureMidAirD2,Spiky / multi-class,0.7054900383707782,0.6592611627874244,0.04622887558335376,0.09227554247970954
GestureMidAirD3,Spiky / multi-class,0.5859563027115234,0.4358649726160836,0.15009133009543985,-0.03707739489076864
GesturePebbleZ1,Spiky / multi-class,0.5619705753214734,0.449154648938969,0.11281592638250443,-0.1505404627330567
GesturePebbleZ2,Spiky / multi-class,0.5259181189918982,0.4123649509210477,0.11355316807085053,-0.0637181015962548
GunPoint,Smooth / low-complexity,0.3627566629306118,0.3609556360563733,0.0018010268742384983,0.06001263404721069
GunPointAgeSpan,Smooth / low-complexity,0.7264555110796878,0.6425735263527268,0.08388198472696096,0.3161419762561616
GunPointMaleVersusFemale,Smooth / low-complexity,0.538596483034355,0.783273294400795,-0.24467681136643993,0.22914375020368405
GunPointOldVersusYoung,Smooth / low-complexity,0.2142379369065992,0.43580005536274713,-0.22156211845614793,-0.039507489210531585
Ham,Spiky / multi-class,0.28476646367896113,0.00846805098388485,0.27629841269507627,-0.016981872243761797
HandOutlines,Smooth / low-complexity,-0.5825000002032806,-0.3502237296421125,-0.23227627056116812,0.9709736708507537
Haptics,Smooth / low-complexity,0.47237841700440486,0.39257641912039515,0.07980199788400971,-0.014832942419052364
Herring,Smooth / low-complexity,-0.4175026391643222,-0.4257739688428262,0.008271329678504025,0.11128619830539199
HouseTwenty,Spiky / multi-class,0.44971540795398124,0.02591096981129439,0.42380443814268687,-0.011611468981013867
InlineSkate,Spiky / multi-class,0.11491953820459186,0.20191734194784558,-0.08699780374325372,0.1672859353245274
InsectEPGRegularTrain,Smooth / low-complexity,0.15506052758208996,0.1825236341759438,-0.027463106593853842,0.025316605210624614
InsectEPGSmallTrain,Smooth / low-complexity,-0.12093103402040364,-0.08813306067060958,-0.03279797334979406,0.02995490498432593
InsectWingbeatSound,Spiky / multi-class,0.5787243023945785,0.5814409283383257,-0.0027166259437472196,-0.012628585678869653
ItalyPowerDemand,Short / moderately rough,0.5148670433537067,0.7038481149860664,-0.18898107163235967,0.434817522234988
LargeKitchenAppliances,Spiky / multi-class,0.6479201822383247,0.5429624195531619,0.10495776268516277,0.06450762111613939
Lightning2,Spiky / multi-class,0.19266234159308238,0.2146043090572023,-0.021941967464119916,0.0156201333986268
Lightning7,Spiky / multi-class,0.5411144727036851,0.49689645967608964,0.044218013027595426,0.05256283527268979
Mallat,Smooth / low-complexity,0.46731533065337916,0.5184715164305935,-0.05115618577721437,0.10099985988260107
Meat,Spiky / multi-class,0.2606867036265713,0.21985988608605117,0.040826817540520144,-0.40728830256352744
MedicalImages,Spiky / multi-class,0.6765318569786554,0.47983468693471354,0.19669717004394183,-0.3132499571274514
MelbournePedestrian,Short / moderately rough,0.6916156026793312,0.7984617893079441,-0.1068461866286129,0.12954029416657775
MiddlePhalanxOutlineAgeGroup,Short / moderately rough,0.6204045109020171,0.4712207353803512,0.1491837755216659,-0.7451975242993987
MiddlePhalanxOutlineCorrect,Short / moderately rough,0.3631041025937476,0.47840133834602516,-0.11529723575227757,0.13744781003523154
MiddlePhalanxTW,Short / moderately rough,0.11679859061757047,0.49550776930651264,-0.37870917868894216,0.11973336949149865
MixedShapesRegularTrain,Smooth / low-complexity,0.45535621697081086,0.488034492459537,-0.03267827548872615,0.1704398117005551
MixedShapesSmallTrain,Smooth / low-complexity,0.4264366580611309,0.3870217831644832,0.03941487489664769,0.14785767915204862
MoteStrain,Short / moderately rough,0.6876469255908104,0.6904230119105669,-0.0027760863197564545,-0.11672626954469681
NonInvasiveFetalECGThorax1,Spiky / multi-class,0.2960033417345249,0.5208218608446699,-0.22481851911014494,-0.056787149128187275
NonInvasiveFetalECGThorax2,Spiky / multi-class,0.5047938851664611,0.4162886735682399,0.08850521159822117,-0.25356625275958655
OSULeaf,Smooth / low-complexity,0.8372017260592592,0.6511138932769711,0.18608783278228813,-0.06785838592859239
OliveOil,Spiky / multi-class,-0.3537501608409387,-0.27441810675388995,-0.07933205408704874,2.0092065969949893
PLAID,Spiky / multi-class,0.23683142978431876,0.1599514255381555,0.07688000424616326,0.006198913838951353
PhalangesOutlinesCorrect,Short / moderately rough,0.5590043029565049,0.56955467700131,-0.010550374044805078,0.5109019270874283
Phoneme,Spiky / multi-class,0.2916332087419885,0.25848397957779884,0.033149229164189664,-0.0177286322977835
PickupGestureWiimoteZ,Spiky / multi-class,0.43065009803245446,0.31775442718814617,0.1128956708443083,0.08478456003731752
PigAirwayPressure,Spiky / multi-class,0.5516676741603489,0.4456471197233727,0.10602055443697622,-0.10717081920864503
PigArtPressure,Spiky / multi-class,0.7838845504894523,0.5547151771473268,0.2291693733421255,-0.056344670489062054
PigCVP,Spiky / multi-class,0.6723699485518564,0.3289879177503118,0.3433820308015446,-0.11370247728272628
Plane,Short / moderately rough,0.44759984175474354,0.549992474972903,-0.1023926332181595,0.15461864129813407
PowerCons,Short / moderately rough,0.05309346854289017,0.1478086311879453,-0.09471516264505513,-0.052739505324562105
ProximalPhalanxOutlineAgeGroup,Short / moderately rough,-0.019848470027509356,-0.12432493339997841,0.10447646337246905,-0.5616998008247128
ProximalPhalanxOutlineCorrect,Short / moderately rough,0.28441334739503477,0.36601965376130047,-0.0816063063662657,0.2224284685777177
ProximalPhalanxTW,Short / moderately rough,0.027089878571473353,0.21598752037332977,-0.18889764180185642,0.33395794317847605
RefrigerationDevices,Short / moderately rough,0.4799124352720924,0.2376194498610819,0.24229298541101046,-0.008752581113326385
Rock,Smooth / low-complexity,-0.1068167452768769,0.48520617474919747,-0.5920229200260744,-0.11156020944637633
ScreenType,Spiky / multi-class,0.25804616814678105,0.16336880316393448,0.09467736498284657,-0.09649284726084609
SemgHandGenderCh2,High-frequency / high-curvature,0.29857930130520977,0.17060896678948595,0.12797033451572382,0.16659348386038692
SemgHandMovementCh2,High-frequency / high-curvature,0.10825959528588189,0.11763360920368564,-0.00937401391780375,0.013177306687281377
SemgHandSubjectCh2,High-frequency / high-curvature,0.043195399049701905,0.0664398172716288,-0.023244418221926896,0.4068107890432364
ShakeGestureWiimoteZ,Spiky / multi-class,0.4795368150828317,0.512589820536372,-0.03305300545354034,-0.06222547202549805
ShapeletSim,High-frequency / high-curvature,-0.11140932107754117,-0.05025662580364606,-0.061152695273895115,0.5355809170769199
ShapesAll,Spiky / multi-class,0.6939666937925737,0.6468142312228677,0.047152462569705955,0.07114972934178015
SmallKitchenAppliances,High-frequency / high-curvature,0.3572245492152521,-0.1576121319064131,0.5148366811216651,0.07792991047905716
SmoothSubspace,High-frequency / high-curvature,0.4924462475222574,0.5507172386202965,-0.05827099109803913,-0.0894287803916885
SonyAIBORobotSurface1,Short / moderately rough,0.4656183232010611,0.5665300454637079,-0.10091172226264677,0.03808700369084306
SonyAIBORobotSurface2,Short / moderately rough,0.46465156912372185,0.43351733983664087,0.031134229287080983,0.20227519881790143
StarLightCurves,Smooth / low-complexity,0.34407482924865407,0.34378734478909034,0.0002874844595637249,0.34063871542382995
Strawberry,Spiky / multi-class,0.2565458248734622,-0.00969817376030536,0.2662439986337676,0.4111761479363584
SwedishLeaf,Short / moderately rough,0.6629255240953845,0.6397061778118062,0.023219346283578357,-0.045683513476623805
Symbols,Smooth / low-complexity,0.4358543716718987,0.5515174596104517,-0.11566308793855301,-0.0012174251677525283
SyntheticControl,Short / moderately rough,0.2582477226777462,0.29601841104827026,-0.03777068837052405,-0.006576584204658287
ToeSegmentation1,Spiky / multi-class,0.2146252607200693,0.41464727868297474,-0.20002201796290545,0.1898575578692896
ToeSegmentation2,Spiky / multi-class,0.5701747734172302,0.8349406053545827,-0.2647658319373525,0.08636831104751685
Trace,Smooth / low-complexity,0.42190548639609277,0.41701995737914943,0.004885529016943335,-0.19280076652420297
TwoLeadECG,Short / moderately rough,0.02139506624399675,-0.008163097788102702,0.029558164032099453,0.033557419340216166
TwoPatterns,Short / moderately rough,0.0825834109976272,0.22905176927221876,-0.14646835827459156,0.5357502658737361
UMD,Smooth / low-complexity,0.4474641411776177,0.40122162366045455,0.04624251751716313,-0.0982247394452943
UWaveGestureLibraryAll,Smooth / low-complexity,0.5843557343507165,0.4979537942022542,0.08640194014846231,0.15561623685189746
UWaveGestureLibraryX,Smooth / low-complexity,0.5888236843546343,0.5828380671650376,0.00598561718959667,-0.08515962877884575
UWaveGestureLibraryY,Smooth / low-complexity,0.5818332391144234,0.49248503287952605,0.08934820623489736,-0.0007749643727799627
UWaveGestureLibraryZ,Smooth / low-complexity,0.5210971354238854,0.5176078619682085,0.0034892734556768445,-0.08970796718260632
Wafer,Short / moderately rough,0.9341568577275243,0.7489790657413915,0.18517779198613282,-0.030882993023426758
Wine,Spiky / multi-class,-0.12679038785833563,-0.07499884322291583,-0.051791544635419795,-0.16046794260436226
WordSynonyms,Spiky / multi-class,0.39029436016280283,0.44467113221021715,-0.05437677204741431,0.06143100223246217
Worms,Smooth / low-complexity,0.7060364129753005,0.5621559309413168,0.14388048203398374,0.12333898389860354
WormsTwoClass,Smooth / low-complexity,0.5943635737003288,0.7110259219882721,-0.11666234828794331,0.19522458093476575
Yoga,Smooth / low-complexity,-0.02805528994593228,0.3792595021378485,-0.40731479208378074,0.27262824109953665
