dataset,cluster_name,series_length,n_instances,n_classes,log_series_length,log_n_instances,class_centroid_distance,normalized_centroid_separation,variance,mean_abs_diff,mean_abs_second_diff,spectral_entropy,spectral_centroid,low_freq_energy_ratio,spike_ratio,zero_crossing_rate,acf_lag1,acf_lag5,acf_lag10,skewness,kurtosis,cluster,pca1,pca2,distance_to_centroid
Lightning2,Spiky / multi-class,637,121,2,6.45833828334479,4.804021044733257,7.80319673386086,0.38078023873213945,1.0000000044334034,0.1443005289790059,0.2183434154745961,3.0499111798183978,0.0424322690789605,0.86030953679203,0.029152665516301874,0.064868236394823,0.8758806752123797,0.6631653085924561,0.5905531765785935,5.031649132159131,55.91942352302804,3,0.8085086844559038,2.9765051745813915,3.2949218716333823
Lightning7,Spiky / multi-class,319,143,7,5.768320995793772,4.969813299576001,10.328251757418533,0.7893786311185661,1.0000000087531296,0.20177985180716415,0.3285823583707109,2.779297480216393,0.05794550284781293,0.8185691199936234,0.027884341363965188,0.08752254035272902,0.8105478174730698,0.6375738493456387,0.5592199752251419,3.838138754759635,31.940721903647574,3,1.0824584876055308,1.763073087541727,2.5428516036332454
Mallat,Smooth / low-complexity,1024,2400,8,6.932447891572509,7.783640596221253,11.516304991447162,2.6327786701209646,1.0000000041226547,0.031148879723623395,0.009861590309883468,2.081066955924034,0.004895748407250582,0.9981222921361526,0.0004500325520833333,0.008048224177256435,0.9975848341160628,0.9714547449584662,0.9213151586843927,0.497900745421648,-1.1692048848668735,1,-1.9664612991427144,0.4399744896827454,1.6644839652583954
Meat,Spiky / multi-class,448,120,3,6.1070228877422545,4.795790545596741,0.7659860751974245,2.7081980792696054,0.9999999831120173,0.025178156234323977,0.009741685648138324,1.6299457639455794,0.006289202318409928,0.9980583409468333,0.045647321428571426,0.00976882923191648,0.9989766705115831,0.978018564710972,0.9171863640510203,1.306861827770869,2.2026648998260496,3,-1.8376351889949132,1.2908080588917177,2.513916339171437
MedicalImages,Spiky / multi-class,99,1141,10,4.605170185988092,7.040536390215956,6.395974743307848,1.2292472575196596,1.0000000414777284,0.13422491842200107,0.08056873121651055,2.0446645568380433,0.0447841438865447,0.8898629109447823,0.038925627882683105,0.04612853029029315,0.9395797553965136,0.5137404748805455,0.4063316271127219,2.2765874147397205,6.707330498958658,3,0.11394378304054963,0.29665114799161957,2.293462586876723
MelbournePedestrian,Short / moderately rough,24,3457,10,3.2188758248682006,8.148445666243235,4651.251771466778,3.210671061826217,1.0000000045690571,0.3890660361752953,0.4616724449989249,0.8403927358565111,0.07401945475100934,0.8281229379068815,0.00672548452415389,0.1315918552150017,0.834418995915315,0.15631799676564648,-0.4735149511844752,0.4974075721983674,-0.7724080806458518,2,1.908869431555289,-2.970939933903302,2.9056734406188722
MiddlePhalanxOutlineAgeGroup,Short / moderately rough,80,554,3,4.394449154672439,6.318968113746434,1.3303825537109304,1.2661012524086004,0.9999999798807426,0.14393523391941393,0.06568560170998212,1.1667273210274183,0.024005053772606522,0.9947700824333012,0.0,0.05067860896586391,0.9833046915725835,0.69643854509802,0.24940339268934592,0.225024347976926,-1.4689018881277918,2,-0.9017085904579757,-1.526906250011541,1.998806470483441
MiddlePhalanxOutlineCorrect,Short / moderately rough,80,891,2,4.394449154672439,6.79346613258001,0.23815046093296333,0.17336254686124822,0.9999999773221385,0.14278079795114923,0.06503267735075603,1.1591401386475055,0.023842533097221175,0.9949280046319587,0.0,0.050689738453451545,0.9835969807281965,0.7003154024262809,0.25558950578569367,0.22630251225860298,-1.4739366383129766,2,-0.8770309855519395,-1.5651066467862491,1.9762166134243833
MiddlePhalanxTW,Short / moderately rough,80,553,6,4.394449154672439,6.317164686747284,1.1563235712068582,1.0801176326852995,0.999999980059929,0.14391812078560454,0.06567539197896316,1.166741356927275,0.0240066381545215,0.9947655894010451,0.0,0.05067869160162061,0.9833035523552395,0.6964379444485285,0.2493311976917299,0.22503673093255347,-1.4689387427962926,2,-0.9127260891321362,-1.494479465690313,1.9880453922820736
MixedShapesRegularTrain,Smooth / low-complexity,1024,2925,5,6.932447891572509,7.98139158158007,24.69904366331737,1.1880390449716869,1.0000000066023607,0.02228932117072181,0.007605063199547207,1.1966766929040606,0.0029936246558063826,0.9998867810281933,0.004404380341880342,0.007866923995956253,0.9996465685421105,0.9926694003008506,0.973921141962706,-0.13463971656373042,-0.6497697054219043,1,-2.24094717010862,0.06913627702471035,1.6097039446590453
MixedShapesSmallTrain,Smooth / low-complexity,1024,2525,5,6.932447891572509,7.8343923029104365,24.769850864062242,1.1989640767261303,1.0000000061611138,0.02231034401914861,0.007584082412160011,1.1956543778871547,0.002994292080004983,0.999887150018522,0.004548267326732673,0.007878594311044007,0.9996461177553442,0.9926550085880103,0.9738968444972125,-0.14064311114849873,-0.6421461578879026,1,-2.245207752595967,0.08232305238754294,1.514416452424038
MoteStrain,Short / moderately rough,84,1272,2,4.442651256490317,7.149131598557407,4.444581703851157,0.7536219298185515,0.9999999465338839,0.19634019041070774,0.27255801573020855,1.9355345235305763,0.07334367668645136,0.8103714914605865,0.00890985324947589,0.0563290899446844,0.7884588640999425,0.5707785593728683,0.28800534207108647,-0.7373060479696517,4.344719111075941,2,0.6688007933579141,-1.4712244813121778,1.2393988738008244
NonInvasiveFetalECGThorax1,Spiky / multi-class,750,3765,42,6.621405651764134,8.233768709217097,8.632086771684206,2.7454803366123453,1.0000000521322963,0.036184872570602225,0.014829376625987994,2.6186745438442762,0.00875187280851724,0.9994678725126097,0.03361699867197875,0.01118871199669502,0.9970632749909203,0.9303493740957605,0.7579000109005944,0.49564054344949376,2.9178425014414793,3,-1.657370010701909,1.420349888077094,2.9786347383584824
NonInvasiveFetalECGThorax2,Spiky / multi-class,750,3765,42,6.621405651764134,8.233768709217097,9.791557188598667,3.2576551723650033,1.000000050960784,0.03310410926096231,0.012209070618864233,2.570936772484545,0.008310097586201673,0.9995733298786766,0.03087277556440903,0.009963882786610569,0.9973481895186612,0.9373486723909459,0.7812229592157429,0.7446863261406751,2.4052630177532057,3,-1.704726727910823,1.4193838477157055,3.0032352069304715
OSULeaf,Smooth / low-complexity,427,442,6,6.059123195581797,6.093569770045136,7.400061426589159,0.3988423388589186,1.0000000125412487,0.0767773391501936,0.03107823082140533,1.6616412635167799,0.010470804552366281,0.9988564479404984,0.007375459641612006,0.02888598559683895,0.9960755784168629,0.9209348277185467,0.7387015011287512,0.06907773089549837,-0.32281729727309216,1,-1.678249051340695,-0.06019358846680046,0.9149545078133228
OliveOil,Spiky / multi-class,570,60,4,6.3473892096560105,4.110873864173311,0.2700257464823182,1.6365970200976874,0.9999999821186065,0.04091419919083516,0.013472249063973625,2.249818813800812,0.009141302952885174,0.9994094421466192,0.04529239766081872,0.014118336262448739,0.9957343318632896,0.9110491611145969,0.7453058190573948,1.5144630789756774,2.0724017937978108,3,-1.466699981989529,1.5948342405946452,2.435832982578197
PLAID,Spiky / multi-class,1345,1074,11,7.204892510204673,6.980075940561763,644.9918807524464,1.0990291775684777,1.0000000054942828,0.25615098504644424,0.38962515218797344,3.9937200552924383,0.08921428528554759,0.6749590093662765,0.035869798481166885,0.406933082823446,0.692780495353121,0.8229062292685666,0.7224232201915434,-0.3386271391504009,29.32859993535935,3,2.351794746950312,1.6413283392941855,4.214917328299404
PhalangesOutlinesCorrect,Short / moderately rough,80,2658,2,4.394449154672439,7.88570539124302,0.48846819047020934,0.2925011449110888,0.9999999773062828,0.14874805193576623,0.0695460157201221,1.196663196235783,0.024865752018899786,0.9931090390036391,0.0,0.05324742120753207,0.9818103332565954,0.6803523478582094,0.22159642720269979,0.25605221264618316,-1.4248306963388142,2,-0.7651895769701827,-1.668081978606269,2.039354414662905
Phoneme,Spiky / multi-class,1024,2110,39,6.932447891572509,7.65491704784832,9.806530387102068,0.3166974614398562,1.0000000115536964,0.31080145248834273,0.4031967689495057,3.5376327277077317,0.06540760743731253,0.8278157155914453,0.02498194979265403,0.15770315909438368,0.8167184879723133,0.4605528833048392,0.1675854819125548,-0.4620323315841561,3.5173857466304472,3,1.4368607673092786,0.5811414019877402,3.5076559104810907
PickupGestureWiimoteZ,Spiky / multi-class,361,100,10,5.891644211825771,4.61512051684126,4.59900040055117,1.5506252166112908,1.000000021457672,0.10326826028525829,0.13381286136806012,2.7339608669281006,0.025910341626911165,0.9659771436452865,0.05379501385041552,0.24666666666666667,0.9681089800406206,0.7152725359386853,0.4671184812965204,0.43225826662965117,7.606484332084656,3,0.01181577179352996,1.1706320966790806,2.4650649392112713
PigAirwayPressure,Spiky / multi-class,2000,312,52,7.601402334583733,5.746203190540153,85.5817368678417,0.6195374847622475,1.000000009360986,0.05514566264210794,0.09298650792334229,1.7583853571842878,0.011135513212463845,0.9717140573387345,0.021506410256410258,0.021268647144084867,0.9619290284532542,0.9647195004047395,0.9535384821081888,1.2645712314428796,0.55757819994902,3,-1.8660660115634038,1.8483970477084513,3.55199657244614
PigArtPressure,Spiky / multi-class,2000,312,52,7.601402334583733,5.746203190540153,555.1137503064085,1.2812129131660484,1.0000000026745675,0.04674539488191024,0.027516044431533188,1.71167284460404,0.008289463328396791,0.9985063450458722,0.00037499999999999995,0.015382691345672836,0.9973923858887676,0.9514735536732669,0.8387925672795132,0.36390923572411665,-0.9405787392304494,3,-2.180434173918087,1.1249613003815566,4.040331748292793
PigCVP,Spiky / multi-class,2000,312,52,7.601402334583733,5.746203190540153,98.31959848503075,1.4138453624814418,1.0000000129907558,0.08881284371734811,0.11765328733226618,2.7309840944332953,0.009343888089256581,0.9919165359475673,0.009953525641025642,0.03322334244045099,0.99150132638391,0.9255076433687777,0.8113466747024527,0.36466357928181353,0.3242289897723076,3,-1.6527413678240541,1.592706721624274,3.65544857064873
Plane,Short / moderately rough,144,210,7,4.976733742420574,5.351858133476067,8.90514949362267,3.9313307931171715,0.9999999193918138,0.15636796841309183,0.05149075808447032,1.4642225282532828,0.02295127660224698,0.9945358690761384,0.015806878306878307,0.06766566766566767,0.9845588333412945,0.6725198515272991,0.05430144755625346,0.5277479916101411,-0.06484744321732294,2,-0.679596124808299,-0.7818796023461253,2.2206990507965987
PowerCons,Short / moderately rough,144,360,2,4.976733742420574,5.8888779583328805,11.548995658861209,1.193338874824701,1.0000000082784228,0.19658130986822975,0.1901690667702092,2.2251058989100985,0.04215938954394906,0.8949473227063814,0.02887731481481481,0.06276223776223776,0.9238212091385996,0.5243922752694319,0.2943703314809568,1.3496233676870664,1.8438145379225412,2,0.29323559179669917,-0.12492534333630827,1.7453814480642724
ProximalPhalanxOutlineAgeGroup,Short / moderately rough,80,605,3,4.394449154672439,6.406879986069314,1.1457076961401584,1.5113959051967332,0.9999999785226239,0.1475143340008318,0.05786069162374686,1.1849704438989812,0.024691996989763303,0.9951198675415732,0.0,0.05063291139240506,0.9830870251708269,0.6743470907921384,0.15776017643906212,0.3818621581250971,-1.3955473066361483,2,-0.805552944102719,-1.543534412661519,1.9384059139745051
ProximalPhalanxOutlineCorrect,Short / moderately rough,80,891,2,4.394449154672439,6.79346613258001,0.7782244178664688,0.7579746818010186,0.9999999800648888,0.14098807500401464,0.05565948880932949,1.1636626602690896,0.02420778978739058,0.9954521973794023,0.0,0.050632911392405076,0.9838126678748612,0.687664356828416,0.18515818604763776,0.36431842286444943,-1.4171165225214162,2,-0.8294189647438992,-1.5675260177993324,1.9390938197774463
ProximalPhalanxTW,Short / moderately rough,80,605,6,4.394449154672439,6.406879986069314,1.1455255119504915,1.4580684721865953,0.9999999785226239,0.1475143340008318,0.05786069162374686,1.1849704438989812,0.024691996989763303,0.9951198675415732,0.0,0.05063291139240506,0.9830870251708269,0.6743470907921383,0.15776017643906212,0.3818621581250971,-1.3955473066361483,2,-0.8190338645064285,-1.5122264948835136,1.9277363419309212
RefrigerationDevices,Short / moderately rough,720,750,3,6.580639137284949,6.621405651764134,2.531552369690687,0.0947266991233981,1.0000000248750052,0.2474434942851464,0.4103299185633659,3.1903696649074553,0.07363692222885904,0.8068604724444449,0.011409259259259258,0.09072044506258692,0.8092652581089627,0.2477846889147413,-0.05051434514180224,0.9052614703200137,0.2551452159881592,2,1.7522254461919702,-0.0665188320217005,2.332927766182439
Rock,Smooth / low-complexity,2844,70,4,7.953318346560431,4.2626798770413155,1150.9975552212961,1.4779883778274434,1.0000000170298986,0.009833021136000753,0.008268139391605343,1.5471884437969752,0.0013327353641778181,0.9992874281747001,0.002596945951376331,0.0026732325008793534,0.9997970751121096,0.997779295416789,0.9929557250820356,-0.18269708599629148,-0.4512224691254752,1,-2.3780518793407923,0.8971521679068043,2.370269677181633
ScreenType,Spiky / multi-class,720,750,3,6.580639137284949,6.621405651764134,4.612032644464841,0.1836750216119277,1.0000000282128652,0.14586391601214807,0.27766851643224555,2.8065972062746685,0.03573356293276449,0.9112345129704724,0.026268518518518517,0.06204543347241539,0.890958879053895,0.7924930077046058,0.658611644643988,2.367617434239636,12.81921002483368,3,0.015865217324055672,1.4092623620166909,1.6592360080938642
SemgHandGenderCh2,High-frequency / high-curvature,1500,900,2,7.313886831633462,6.803505257608338,174.99759414654233,0.28090084678471194,1.0000000045696895,0.7472386925088035,1.2922943524850738,5.2732718298170305,0.15919249967679489,0.49059626877307894,0.018763703703703706,0.3552019865095249,0.3801595177827499,0.29437840287397876,0.27707409636431835,4.348519088758363,76.61116224765777,0,6.823441816953196,2.592970137104368,2.4038190827680506
SemgHandMovementCh2,High-frequency / high-curvature,1500,900,6,7.313886831633462,6.803505257608338,515.9302550079652,0.9642596423683507,1.0000000045696895,0.7472386925088035,1.2922943524850738,5.2732718298170305,0.15919249967679486,0.49059626877307894,0.018763703703703706,0.35520198650952484,0.3801595177827499,0.2943784028739787,0.27707409636431835,4.348519088758363,76.61116224765777,0,6.791377174743662,2.629128020010078,2.40516079817336
SemgHandSubjectCh2,High-frequency / high-curvature,1500,900,5,7.313886831633462,6.803505257608338,384.4066122671485,0.6566861940826278,1.0000000045696895,0.7472386925088035,1.2922943524850738,5.2732718298170305,0.15919249967679489,0.49059626877307894,0.018763703703703706,0.35520198650952484,0.3801595177827499,0.29437840287397876,0.27707409636431835,4.348519088758363,76.61116224765777,0,6.801946929241141,2.621100920622057,2.397724650725273
ShakeGestureWiimoteZ,Spiky / multi-class,385,100,10,5.955837369464831,4.61512051684126,8.849942578193758,1.3645781300456088,1.0000000101327897,0.15791777528822423,0.1700346829742193,3.08884419798851,0.045839622442354046,0.9185545098781586,0.044935064935064946,0.27429687499999994,0.9307607561978819,0.3000472888001098,-0.07915149491087942,0.25049142301810207,6.574381923675537,3,1.2519735806214995,0.5671707292514193,3.2627634859121786
ShapeletSim,High-frequency / high-curvature,500,200,2,6.2166061010848646,5.303304908059076,3.141883772381685,0.1413449636882077,0.9999999395012855,1.1145842510461808,1.9384484559297561,5.085546591281891,0.24154625879541214,0.232142289057374,0.0,0.4802204408817636,0.04008722437321362,0.020328057576934237,-0.0084737387387218,-0.0034572358039986284,-1.1997532033920288,0,9.394867417919068,-1.4670394707153516,4.240624908811422
ShapesAll,Spiky / multi-class,512,1200,60,6.240275845170769,7.0909098220799835,20.8564513818343,1.7633274267578087,1.0000000063081582,0.038703186820882064,0.022696906354200717,1.0092694155033677,0.005382693554220238,0.999731181760629,0.0021451822916666668,0.013258317025440312,0.9988632492836629,0.9778124075061748,0.9197595879364504,-0.07935353969553641,-0.8275250267982482,3,-2.4391041856882594,0.26168345883975314,4.610530334803597
SmallKitchenAppliances,High-frequency / high-curvature,720,750,3,6.580639137284949,6.621405651764134,2.953880973173795,0.11066819047615327,1.0000000234444937,0.12845063940187296,0.22617034568389258,5.409264111200969,0.16558042268691356,0.39984655123079815,0.009846296296296296,0.03223736671302735,0.41065976036647855,0.022483074393681867,0.006469341159611976,14.61138880431034,259.0071347225507,0,6.681008624661685,8.580615981039442,10.8846098885688
SmoothSubspace,High-frequency / high-curvature,15,300,3,2.772588722239781,5.707110264748875,0.7273947253079891,0.8077557878903321,1.000000016093254,1.0588818483551343,1.8508584429820378,1.569967364470164,0.2448945951863783,0.2236913475386488,0.004222222222222222,0.42833333333333334,0.06245795972989858,-0.09491459206864611,-0.012066660874601188,-0.13722691655081387,-0.648447566429774,0,8.585218270749015,-4.055322755309666,5.700208471193434
SonyAIBORobotSurface1,Short / moderately rough,70,621,2,4.2626798770413155,6.432940092739179,3.1371764999941982,0.7631505658185997,1.0000000363770698,0.39512378798014874,0.4153744893901398,2.131016019653775,0.07503951769774102,0.7652846920317498,0.012445364619277663,0.14798478377558405,0.8432314864922508,0.06404953371412123,-0.41940596877394226,0.0008086583697729731,0.1825296201183792,2,2.3556395638728316,-2.016067182896838,2.1808489278711054
SonyAIBORobotSurface2,Short / moderately rough,65,980,2,4.189654742026425,6.8885724595653635,4.785842566342721,0.7910870947325046,1.0000000226254366,0.5510074749588967,0.6085319279407968,2.4169282124966993,0.12412862517699877,0.3648589170861001,0.028414442700156986,0.2485331632653061,0.6698795693033329,-0.23785193341102895,-0.1436517922200425,0.5828651723896191,1.2632846019705948,2,4.726885293298914,-1.7541850481998056,4.508253354984201
StarLightCurves,Smooth / low-complexity,1024,9236,3,6.932447891572509,9.13097243659261,24.19375218071079,1.718469571994144,1.0000000080604377,0.009671125767561746,0.00045614326467449846,0.8994470971703833,0.0019251229641930104,0.9999975451805108,0.012967789932059333,0.002783214308242598,0.9998582455281319,0.996475628016411,0.9861195644862629,0.44022114296604775,0.2326887789202129,1,-2.2496912861548006,0.2002229216753315,2.509721051688852
Strawberry,Spiky / multi-class,235,983,2,5.4638318050256105,6.891625897052253,1.234402833421879,0.6270370900924148,0.9999999944215389,0.05113384804081092,0.023538646755298546,1.4001728817744754,0.009444268216310978,0.9976037147692722,0.04936256790978549,0.024154211336306963,0.9965324716826462,0.9365449278713945,0.7986080854310813,1.3308984641504917,1.482234194708016,3,-1.5198777631750315,0.730619840536553,2.478031521900656
SwedishLeaf,Short / moderately rough,128,1125,15,4.859812404361672,7.026426808699636,4.99485750855697,1.3407129375728952,1.0000000255902608,0.15103679693407482,0.08613200270467335,0.9397070147461362,0.022227655202245414,0.9865437574386596,0.0033541666666666668,0.05152055993000875,0.9821089694401137,0.7278616596186708,0.316887221826242,0.3255212419679802,-0.6387903854582044,2,-1.0231886629499798,-1.2028460253479656,2.1033323796045016
Symbols,Smooth / low-complexity,398,1020,6,5.988961416889864,6.928537818164665,20.630574734782662,2.6559816109782104,0.9999999969613318,0.02838154561342854,0.007993722106695321,1.1630885672189442,0.00868514433203154,0.9925020634543662,0.00015272440634545275,0.008971699511038671,0.9989944906735235,0.9788916252690355,0.920645142187741,0.042360985107399184,-0.9556748871709786,1,-2.1575955307414874,-0.3394958779993248,0.6273526147256314
SyntheticControl,Short / moderately rough,60,600,6,4.110873864173311,6.398594934535208,7.485437565002134,1.4177831991797594,0.9999999622503917,0.6811855379243692,1.1476565625766912,2.0595968330899876,0.12601722949269129,0.6663771492615342,0.0001666666666666667,0.21754237288135594,0.6048883506650662,0.3219048699641574,0.4222005656682394,-0.017844095217684906,-1.0061641146739324,2,3.66830167648592,-2.33042427511672,3.917058208630888
ToeSegmentation1,Spiky / multi-class,277,268,2,5.627621113690637,5.594711379601839,2.1304407053242747,0.12885224974166742,0.9999999942174599,0.13331908679831384,0.1355761076365389,2.0453546667721736,0.023298253025118617,0.9802172159525886,0.025755698044075653,0.04492483235993943,0.976735916465214,0.7418237217269236,0.4070701465851227,0.8878470523831948,0.7338973061362309,3,-0.6707262150715928,0.15408005837997188,1.831150655840708
ToeSegmentation2,Spiky / multi-class,343,166,2,5.840641657373398,5.117993812416755,3.3083901186876723,0.18207850370790057,0.9999999773789601,0.09029699598315609,0.06990073684950819,2.0299821607319704,0.015992172954364912,0.9869964693684176,0.02964628192068566,0.029697738321707884,0.988574827921092,0.8674879931380614,0.6312711052922553,1.0535297279368177,1.0582625657679088,3,-1.1715106826584352,0.6278207201527555,1.8688360591139643
Trace,Smooth / low-complexity,275,200,4,5.62040086571715,5.303304908059076,16.51238325955177,2.154438878631069,1.000000011920929,0.049661735557019714,0.06798662414774298,1.4675696650147438,0.011746619754972945,0.9843039399385453,0.003527272727272728,0.007116788321167884,0.9910575107869363,0.9063073927903728,0.8478924357836217,-0.7476011359214317,-0.3215263050794601,1,-1.90410633731103,-0.49754018308570613,1.05609793000233
TwoLeadECG,Short / moderately rough,82,1162,2,4.418840607796598,7.0587581525186645,1.2208432905641768,0.37576053936595044,1.000000013131488,0.12424811006566949,0.0912027534148728,1.340319412197796,0.025939852328339178,0.9760577041598072,0.03665883044372612,0.05675612502921739,0.9751080271114537,0.6913080289489071,0.30799199757197154,-1.1275703048144377,1.036199716405491,2,-0.7488949447449728,-1.0721473940188937,2.4282270703702076
TwoPatterns,Short / moderately rough,128,5000,4,4.859812404361672,8.517393171418904,3.216970848295972,0.29068362440051243,1.0000000224590302,0.3186764071136713,0.5680565695524216,2.4969117387771607,0.07067294093292492,0.8275938376426697,0.0,0.33611653543307085,0.8171923121574255,0.34245068527681716,-0.21451683634180632,0.0007384661547845099,-0.5996355216264725,2,2.4162879678739895,-1.8873257860678354,2.816722744158559
UMD,Smooth / low-complexity,150,180,3,5.017279836814924,5.198497031265826,5.829696499280665,1.0110071644536582,0.9999999973509047,0.06670482266280386,0.06386273194932275,1.2341663913594352,0.014798771675250904,0.9920335070954429,0.003407407407407407,0.01774794929157345,0.9886288664830863,0.8327567815669676,0.6372956893750785,0.187450192481952,-1.1522772391637166,1,-1.5719261270921945,-0.7548369963593804,1.5997311081274277
UWaveGestureLibraryAll,Smooth / low-complexity,945,4478,8,6.852242569051878,8.4071550862073,28.330706089861707,1.227838832407044,0.999999996299667,0.047122390233246464,0.03436966153658683,2.208321805615785,0.008166061107130395,0.9947226887411601,0.004178925304427762,0.0136015719033164,0.9940236142572564,0.9469354517501921,0.8561380998257323,0.07199675721547115,-0.7211280794961477,1,-1.7525690070053466,0.31396005691089934,2.069059014802841
UWaveGestureLibraryX,Smooth / low-complexity,315,4478,8,5.755742213586912,8.4071550862073,15.450834259050682,1.1793839092989797,1.0000000333296182,0.038325725685760995,0.01001453501271062,1.2398530223330733,0.008489865947865596,0.9963159899777629,0.004480458254464507,0.013143521192069936,0.9978780597807175,0.9556101767348167,0.8620054867024824,0.01963063936677439,-0.6529678327795543,1,-1.97654477488885,-0.46653165918025147,1.7995208202982338
UWaveGestureLibraryY,Smooth / low-complexity,315,4478,8,5.755742213586912,8.4071550862073,16.568563014179833,1.3424210254136693,1.0000000348603315,0.0326349703404119,0.010470102167478358,1.1387139076883637,0.00761957558039848,0.9953271758215616,0.004288337338806298,0.010678533125855209,0.9984583481826774,0.9693731294011029,0.9071299823001946,0.10372792052113239,-0.7402012227581461,1,-2.057148508408495,-0.45237738558410734,1.7944765960492801
UWaveGestureLibraryZ,Smooth / low-complexity,315,4478,8,5.755742213586912,8.4071550862073,15.229285884059463,1.1690170855681363,0.9997767202153489,0.036567737876432194,0.009877975160447524,1.2184378135718101,0.00822547232485925,0.9956615400559246,0.004104723622365427,0.01325660056383224,0.997850460620735,0.9601034543230077,0.8775521388633514,0.0930430397131432,-0.6949093072688063,1,-1.9935140051015583,-0.4520931877787538,1.799846237103965
Wafer,Short / moderately rough,152,7164,2,5.030437921392435,8.876963340262272,4.632193953244246,0.4152726486742474,0.9999999850489186,0.08098473526965899,0.13636595397118514,2.0185614102949048,0.04201032444360044,0.9013330856975665,0.0018201387052220164,0.02636434564285741,0.8924972910493194,0.6509470440674933,0.3342359612195423,0.583096467957569,4.496619185244551,2,-0.23637160756893955,-0.9084803622673214,2.2443165564066585
Wine,Spiky / multi-class,234,111,2,5.459585514144159,4.718498871295094,0.10793340213421856,0.3655730095605609,0.9999999967781273,0.07355005784077687,0.024578144941646774,2.3104833138955607,0.024992850975448136,0.9649763590580708,0.04273504273504273,0.01867532768820323,0.9921319570577148,0.8612792018162098,0.6126640720597846,1.1841536545538687,1.7094525045102782,3,-1.0234552782714026,0.9082264105581933,2.2095477496724834
WordSynonyms,Spiky / multi-class,270,905,25,5.602118820879701,6.80903930604298,10.069301669635081,0.7343325291720959,1.0000000214708444,0.06632106681431525,0.016078686759805883,1.756020334247726,0.013964379750600837,0.9983307229221197,0.033443830570902396,0.02709030787241471,0.9931321876520883,0.8598419632492997,0.5999435757034262,1.4408613767979142,1.8528654991592493,3,-1.3525903897248732,0.7316987722628568,1.5291924362796228
Worms,Smooth / low-complexity,900,258,5,6.803505257608338,5.556828061699537,6.686394518823396,0.22619618382360132,0.9999999935312789,0.057843321528242425,0.06311221165266005,2.0115958098755327,0.007442201771836493,0.9957686045835185,0.007876830318690783,0.02107854549844358,0.9958299358612803,0.9575012867694378,0.8675841481962949,0.016383219715797436,-0.33415104067602824,1,-1.793533400677194,0.4955034127445457,1.3234107792448988
WormsTwoClass,Smooth / low-complexity,900,258,2,6.803505257608338,5.556828061699537,4.228634813177594,0.1418143743265194,0.9999999935312789,0.057843321528242425,0.06311221165266005,2.0115958098755327,0.007442201771836493,0.9957686045835185,0.007876830318690783,0.02107854549844358,0.9958299358612803,0.9575012867694378,0.8675841481962949,0.016383219715797436,-0.33415104067602824,1,-1.777480668343955,0.46521508881787704,1.3444030042673782
Yoga,Smooth / low-complexity,426,3300,2,6.056784013228625,8.101980731853192,0.9241958546903514,0.05379466268256744,0.9999999998555039,0.0382867406263496,0.01168027541007508,0.915871105992207,0.005774465894390227,0.999752981409882,4.9082373026034997e-05,0.013816042780748663,0.9990147368241422,0.9789496546539311,0.9220136555994536,-0.08979016121633873,-0.8886817859158371,1,-2.130208639102062,-0.5573944950853716,1.668504759369838
