dataset,cluster_name,hydra,shapley_sampling,aucs_diff,score_drop_gap
EOGVerticalSignal,Spiky / multi-class,0.17833208303130682,0.4771040727456307,-0.2987719897143239,0.030951266603464977
Earthquakes,High-frequency / high-curvature,0.5073228037505352,0.4501779426756135,0.05714486107492167,-0.012129629255991314
ElectricDevices,Short / moderately rough,0.7268823666168662,0.6963511747501965,0.03053119186666975,0.06250986193457786
EthanolLevel,Smooth / low-complexity,-0.30143050990508635,-0.11788075905864544,-0.18354975084644093,-0.21047262792123123
FaceAll,Short / moderately rough,0.6775349770555164,0.5096276433672033,0.167907333688313,-0.36477778830210694
FaceFour,Short / moderately rough,0.33961673949811716,0.42804273414395555,-0.08842599464583839,-0.03974652394214265
FacesUCR,Short / moderately rough,0.7303431190322341,0.5737485827542111,0.156594536278023,-0.18870471984168477
FiftyWords,Spiky / multi-class,0.7734169827715637,0.7573593710395088,0.01605761173205489,0.20855015963902135
Fish,Smooth / low-complexity,0.287592787114328,0.3702001017282652,-0.08260731461393717,-0.051327540509367775
FordA,Short / moderately rough,-0.29417336837586844,-0.2866787855726844,-0.007494582803184047,0.0260274133451604
FordB,Short / moderately rough,0.28142339779001674,0.2805332697342509,0.0008901280557658264,0.3061384185644154
FreezerRegularTrain,Smooth / low-complexity,0.22673622684680667,0.048315180857050055,0.1784210459897566,-0.09411671441261027
FreezerSmallTrain,Smooth / low-complexity,0.02276360858569878,0.1373127720948749,-0.11454916350917613,0.025282382805901116
Fungi,Spiky / multi-class,0.6608183082074988,0.6041038246312553,0.056714483576243424,-0.031439302554314486
GestureMidAirD1,Spiky / multi-class,0.6463933780288477,0.6489687520271529,-0.002575373998305208,0.06513171150708535
GestureMidAirD2,Spiky / multi-class,0.7054900357800495,0.6592611577169741,0.04622887806307541,0.09227554393044862
GestureMidAirD3,Spiky / multi-class,0.5859563151409597,0.4358649738341692,0.15009134130679047,-0.03707739664696397
GesturePebbleZ1,Spiky / multi-class,0.5619705799174788,0.4491546548953683,0.11281592502211046,-0.15054046838438598
GesturePebbleZ2,Spiky / multi-class,0.5259181086046021,0.41236495255511957,0.11355315604948252,-0.06371809664665723
GunPoint,Smooth / low-complexity,0.3627567617256646,0.3609557044319879,0.0018010572936767444,0.06001262450708078
GunPointAgeSpan,Smooth / low-complexity,0.7264555063163429,0.6425735268925008,0.08388197942384212,0.3161419736677339
GunPointMaleVersusFemale,Smooth / low-complexity,0.5385964809586987,0.7832732947357628,-0.24467681377706407,0.2291437462530687
GunPointOldVersusYoung,Smooth / low-complexity,0.21423793681703387,0.4358000515696746,-0.22156211475264073,-0.03950749072627996
Ham,Spiky / multi-class,0.28476666007054846,0.00846808210501912,0.27629857796552937,-0.016981891840919625
HandOutlines,Smooth / low-complexity,-0.5825000000803161,-0.35022373899559117,-0.23227626108472493,0.9709744495877116
Haptics,Smooth / low-complexity,0.4723783676952623,0.39257633436223227,0.07980203333303004,-0.014832844526266736
Herring,Smooth / low-complexity,-0.4175025643276147,-0.42577399454663717,0.008271430219022491,0.1112862306753365
HouseTwenty,Spiky / multi-class,0.4497154271181413,0.02591097178821327,0.423804455329928,-0.011611472346306245
InlineSkate,Spiky / multi-class,0.11491956813858137,0.20191736095884294,-0.08699779282026157,0.16728599010683376
InsectEPGRegularTrain,Smooth / low-complexity,0.15506052437069398,0.18252363784947567,-0.027463113478781692,0.02531660301494578
InsectEPGSmallTrain,Smooth / low-complexity,-0.12093103650275569,-0.08813306018160438,-0.032797976321151306,0.029954903715474223
InsectWingbeatSound,Spiky / multi-class,0.5787242985034798,0.5814409329091774,-0.002716634405697582,-0.012628586355925397
ItalyPowerDemand,Short / moderately rough,0.5148670567973113,0.7038481219503584,-0.18898106515304713,0.4348175229812091
LargeKitchenAppliances,Spiky / multi-class,0.6479202053471015,0.5429624491459639,0.10495775620113756,0.06450764825849442
Lightning2,Spiky / multi-class,0.19266233011873882,0.2146042959680078,-0.021941965849268996,0.015620127571532909
Lightning7,Spiky / multi-class,0.5411144731752813,0.49689645724054154,0.04421801593473973,0.05256283402068765
Mallat,Smooth / low-complexity,0.46731535758037346,0.5184715490267113,-0.05115619144633787,0.10099985732482963
Meat,Spiky / multi-class,0.26050475076841484,0.21985877107319057,0.040645979695224266,-0.4072833200134538
MedicalImages,Spiky / multi-class,0.6765318600296142,0.479834706451414,0.19669715357820017,-0.3132499519970394
MelbournePedestrian,Short / moderately rough,0.6916156035045611,0.7984617896704724,-0.10684618616591135,0.12954029117071147
MiddlePhalanxOutlineAgeGroup,Short / moderately rough,0.6204043896424475,0.4712205446047301,0.14918384503771737,-0.7451972156969954
MiddlePhalanxOutlineCorrect,Short / moderately rough,0.36354456813421193,0.47840141242016665,-0.11485684428595472,0.13744786568252282
MiddlePhalanxTW,Short / moderately rough,0.11679822585014324,0.49550780137614253,-0.37870957552599926,0.11973356761750298
MixedShapesRegularTrain,Smooth / low-complexity,0.4553562221709299,0.4880344652091674,-0.032678243038237464,0.17043976051752197
MixedShapesSmallTrain,Smooth / low-complexity,0.4264366445729856,0.3870217697695175,0.03941487480346806,0.1478577079720791
MoteStrain,Short / moderately rough,0.6876469254326965,0.6904229748989076,-0.002776049466211128,-0.11672627033409433
NonInvasiveFetalECGThorax1,Spiky / multi-class,0.2960034144973763,0.5208218462453791,-0.22481843174800276,-0.05678714240411298
NonInvasiveFetalECGThorax2,Spiky / multi-class,0.504793755908105,0.41628868862599583,0.08850506728210922,-0.25356618901500727
OSULeaf,Smooth / low-complexity,0.8372017209030819,0.6511138708259361,0.1860878500771458,-0.06785839086076015
OliveOil,Spiky / multi-class,-0.3537461482849556,-0.27441649955506,-0.07932964872989562,2.009200232197928
PLAID,Spiky / multi-class,0.23683142860729256,0.1599514265107937,0.07688000209649887,0.006198915040091124
PhalangesOutlinesCorrect,Short / moderately rough,0.559004278522264,0.5695546085975145,-0.010550330075250525,0.5109017502426284
Phoneme,Spiky / multi-class,0.29163320946675864,0.258483974748136,0.03314923471862263,-0.01772863077818496
PickupGestureWiimoteZ,Spiky / multi-class,0.4306500950061328,0.3177544271643918,0.11289566784174104,0.08478455456422135
PigAirwayPressure,Spiky / multi-class,0.5516676856575446,0.4456470922427804,0.10602059341476427,-0.10717082492365801
PigArtPressure,Spiky / multi-class,0.7838845396804146,0.5547151718734121,0.22916936780700248,-0.056344676739461724
PigCVP,Spiky / multi-class,0.6723699581103294,0.32898792519844205,0.34338203291188735,-0.11370247925951557
Plane,Short / moderately rough,0.4475998341241324,0.5499924740941602,-0.10239263997002779,0.15461864040229467
PowerCons,Short / moderately rough,0.05309347320102029,0.14780863536989014,-0.09471516216886985,-0.052739495792911345
ProximalPhalanxOutlineAgeGroup,Short / moderately rough,-0.019720758313025576,-0.12432489438488506,0.10460413607185948,-0.5616999691002018
ProximalPhalanxOutlineCorrect,Short / moderately rough,0.28441326283952206,0.36601964536653614,-0.08160638252701408,0.22242836242994107
ProximalPhalanxTW,Short / moderately rough,0.027089797195619297,0.21598743172804272,-0.18889763453242342,0.3339580057621284
RefrigerationDevices,Short / moderately rough,0.47991247551721034,0.2376194765582827,0.24229299895892764,-0.008752578543235467
Rock,Smooth / low-complexity,-0.10681674773593582,0.4852061814679981,-0.592022929203934,-0.1115602075378155
ScreenType,Spiky / multi-class,0.2580461637135124,0.16336880430506115,0.09467735940845126,-0.09649285589013143
SemgHandGenderCh2,High-frequency / high-curvature,0.29857928833585995,0.17060896496284528,0.12797032337301467,0.16659348554444053
SemgHandMovementCh2,High-frequency / high-curvature,0.10825960446353264,0.11763358721121353,-0.009373982747680892,0.013177304599085102
SemgHandSubjectCh2,High-frequency / high-curvature,0.043195399388745906,0.06643981543524466,-0.023244416046498753,0.4068107861603315
ShakeGestureWiimoteZ,Spiky / multi-class,0.47953681553308947,0.5125898204046929,-0.03305300487160345,-0.06222547442266907
ShapeletSim,High-frequency / high-curvature,-0.11140933601387917,-0.05025664174969498,-0.061152694264184196,0.5355809043400939
ShapesAll,Spiky / multi-class,0.693966706605241,0.6468142216134556,0.04715248499178537,0.0711497273011944
SmallKitchenAppliances,High-frequency / high-curvature,0.35722454685294347,-0.15761210953083948,0.514836656383783,0.07792991323932262
SmoothSubspace,High-frequency / high-curvature,0.4924462481159087,0.5507172399049463,-0.05827099178903755,-0.08942878217648348
SonyAIBORobotSurface1,Short / moderately rough,0.4656183211971185,0.5665300438014158,-0.10091172260429732,0.03808700394138226
SonyAIBORobotSurface2,Short / moderately rough,0.4646515702064832,0.43351734608270737,0.03113422412377581,0.20227520127934773
StarLightCurves,Smooth / low-complexity,0.34407484151037415,0.3437873674605813,0.0002874740497928463,0.3406387329221894
Strawberry,Spiky / multi-class,0.25654571494546713,-0.009698472939953382,0.26624418788542054,0.41117628042696464
SwedishLeaf,Short / moderately rough,0.6629254406179451,0.6397062025036071,0.023219238114338014,-0.04568347840390219
Symbols,Smooth / low-complexity,0.43585436845672926,0.5515174565664063,-0.11566308810967701,-0.0012174243792102413
SyntheticControl,Short / moderately rough,0.25824772087403813,0.29601840952767444,-0.03777068865363631,-0.006576590537078764
ToeSegmentation1,Spiky / multi-class,0.21462524155851762,0.41464727186623823,-0.20002203030772062,0.18985755723297357
ToeSegmentation2,Spiky / multi-class,0.5701747786403372,0.834940604522577,-0.26476582588223985,0.08636830944707485
Trace,Smooth / low-complexity,0.42190547779816195,0.4170199574806892,0.004885520317472747,-0.1928007633799418
TwoLeadECG,Short / moderately rough,0.021395056628788038,-0.008163128506091244,0.029558185134879282,0.033557392751852266
TwoPatterns,Short / moderately rough,0.08258341952124984,0.22905176894856893,-0.1464683494273191,0.5357502314276835
UMD,Smooth / low-complexity,0.447464147064592,0.4012216248842213,0.04624252218037067,-0.0982247299064335
UWaveGestureLibraryAll,Smooth / low-complexity,0.5843557090032855,0.49795372358313195,0.08640198542015354,0.1556162269872194
UWaveGestureLibraryX,Smooth / low-complexity,0.5888236840437756,0.5828380678712853,0.005985616172490271,-0.08515963105550461
UWaveGestureLibraryY,Smooth / low-complexity,0.5818332446286696,0.4924850444930494,0.08934820013562017,-0.0007749473172152799
UWaveGestureLibraryZ,Smooth / low-complexity,0.5210971257508169,0.5176078544436864,0.0034892713071305037,-0.08970797113121651
Wafer,Short / moderately rough,0.9341568480118813,0.7489789816028055,0.18517786640907574,-0.030882991170496824
Wine,Spiky / multi-class,-0.12679130567477187,-0.07499884033710309,-0.05179246533766878,-0.16046195642650196
WordSynonyms,Spiky / multi-class,0.39029436250810157,0.44467113371644346,-0.05437677120834189,0.061430997706198004
Worms,Smooth / low-complexity,0.7060364197087623,0.5621559292288708,0.1438804904798915,0.12333898462722256
WormsTwoClass,Smooth / low-complexity,0.5943635494150672,0.7110259148294309,-0.1166623654143637,0.19522458132763934
Yoga,Smooth / low-complexity,-0.02805521352744498,0.3792595337849212,-0.4073147473123662,0.27262820591097014
