cosine_similarity,confmat_precision,confmat_recall,confmat_f1,confmat_n_true_relevant,confmat_n_true_irrelevant,confmat_n_false_relevant,confmat_n_false_irrelevant,topk5_precision,topk5_recall,topk5_iou,topk5_window_size,topk10_precision,topk10_recall,topk10_iou,topk10_window_size,topk20_precision,topk20_recall,topk20_iou,topk20_window_size,condition,sample,background,hydra_test_accuracy
0.9132917247135188,0.7079646017699115,1.0,0.8290155440414507,80,87,33,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,5,threshold,0.9555555555555556
0.9131944975816088,0.6611570247933884,1.0,0.7960199004975125,80,79,41,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,5,centroid,0.9555555555555556
0.8513615602071929,0.5514705882352942,0.9868421052631579,0.7075471698113208,75,63,61,1,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,6,threshold,0.9555555555555556
0.7492093401745565,0.5486725663716814,0.9393939393939394,0.6927374301675977,62,83,51,4,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,6,centroid,0.9555555555555556
0.8938171616402408,0.49166666666666664,0.9672131147540983,0.6519337016574585,59,78,61,2,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,7,threshold,0.9555555555555556
0.8601106615603717,0.6831683168316832,0.8625,0.7624309392265194,69,88,32,11,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.825,0.4125,0.3793103448275862,40,A_paper_exact,7,centroid,0.9555555555555556
-0.30985680443740543,0.44537815126050423,0.9636363636363636,0.6091954022988506,53,79,66,2,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.9,0.45,0.42857142857142855,40,A_paper_exact,8,threshold,0.9555555555555556
-0.3159471414040622,0.1935483870967742,0.9230769230769231,0.31999999999999995,24,74,100,2,1.0,0.125,0.125,10,0.85,0.2125,0.20481927710843373,20,0.85,0.425,0.3953488372093023,40,A_paper_exact,8,centroid,0.9555555555555556
0.9265250169308877,0.6262626262626263,0.775,0.6927374301675978,62,83,37,18,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,9,threshold,0.9555555555555556
0.571981681304133,0.5094339622641509,0.84375,0.6352941176470588,54,84,52,10,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.9,0.45,0.42857142857142855,40,A_paper_exact,9,centroid,0.9555555555555556
0.8959730639642558,0.5728155339805825,0.9076923076923077,0.7023809523809523,59,91,44,6,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,10,threshold,0.9555555555555556
0.8319534811832324,0.46825396825396826,0.9833333333333333,0.6344086021505376,59,73,67,1,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,10,centroid,0.9555555555555556
0.8883508922629483,0.6363636363636364,0.7875,0.7039106145251396,63,84,36,17,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,11,threshold,0.9555555555555556
0.8594380967979468,0.512396694214876,0.96875,0.6702702702702702,62,77,59,2,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.95,0.475,0.4634146341463415,40,A_paper_exact,11,centroid,0.9555555555555556
0.7422957022006518,0.5454545454545454,0.8059701492537313,0.6506024096385541,54,88,45,13,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,12,threshold,0.9555555555555556
0.7804667684617042,0.5079365079365079,0.9696969696969697,0.6666666666666666,64,72,62,2,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,12,centroid,0.9555555555555556
0.7559136066521184,0.33613445378151263,1.0,0.5031446540880503,40,81,79,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.95,0.475,0.4634146341463415,40,A_paper_exact,13,threshold,0.9555555555555556
0.7472915342996217,0.4796747967479675,0.9516129032258065,0.6378378378378378,59,74,64,3,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.95,0.475,0.4634146341463415,40,A_paper_exact,13,centroid,0.9555555555555556
0.845749147918644,0.6610169491525424,0.975,0.7878787878787878,78,80,40,2,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,14,threshold,0.9555555555555556
0.5116282328652245,0.73,0.9125,0.811111111111111,73,93,27,7,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,A_paper_exact,14,centroid,0.9555555555555556
0.8941660467422854,0.6896551724137931,1.0,0.8163265306122449,80,84,36,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,15,threshold,0.9555555555555556
0.3756864906045022,0.3114754098360656,0.8837209302325582,0.4606060606060607,38,73,84,5,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,15,centroid,0.9555555555555556
0.8728309690816642,0.6779661016949152,1.0,0.8080808080808081,80,82,38,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,16,threshold,0.9555555555555556
0.6943985347836175,0.65,0.8125,0.7222222222222223,65,85,35,15,1.0,0.125,0.125,10,0.9,0.225,0.21951219512195122,20,0.725,0.3625,0.31868131868131866,40,A_paper_exact,16,centroid,0.9555555555555556
0.8850893991510399,0.6991150442477876,0.9875,0.8186528497409327,79,86,34,1,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,17,threshold,0.9555555555555556
0.8506258330537001,0.59375,0.95,0.7307692307692308,76,68,52,4,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.95,0.475,0.4634146341463415,40,A_paper_exact,17,centroid,0.9555555555555556
0.9172356891171289,0.6722689075630253,1.0,0.8040201005025126,80,81,39,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,18,threshold,0.9555555555555556
0.6569274517554256,0.3709677419354839,0.92,0.5287356321839081,46,72,78,4,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.95,0.475,0.4634146341463415,40,A_paper_exact,18,centroid,0.9555555555555556
0.945819176892793,0.64,1.0,0.7804878048780487,80,75,45,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,19,threshold,0.9555555555555556
0.8307572401751064,0.6106870229007634,1.0,0.7582938388625592,80,69,51,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,A_paper_exact,19,centroid,0.9555555555555556
0.9070475325958899,0.6349206349206349,1.0,0.7766990291262136,80,74,46,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,20,threshold,0.9555555555555556
0.7556768116720639,0.48484848484848486,0.9411764705882353,0.64,64,64,68,4,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,20,centroid,0.9555555555555556
0.8831914223786569,0.6557377049180327,1.0,0.7920792079207921,80,78,42,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,21,threshold,0.9555555555555556
0.6674242469027837,0.4380165289256198,0.8983050847457628,0.5888888888888889,53,73,68,6,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.825,0.4125,0.3793103448275862,40,A_paper_exact,21,centroid,0.9555555555555556
0.9111736752650413,0.6722689075630253,1.0,0.8040201005025126,80,81,39,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,22,threshold,0.9555555555555556
0.6276609662507396,0.5227272727272727,0.9857142857142858,0.6831683168316832,69,67,63,1,1.0,0.125,0.125,10,0.95,0.2375,0.2345679012345679,20,0.85,0.425,0.3953488372093023,40,A_paper_exact,22,centroid,0.9555555555555556
0.9465244191909629,0.6595744680851063,0.775,0.7126436781609196,62,88,32,18,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,23,threshold,0.9555555555555556
0.9030259133300326,0.46774193548387094,0.9508196721311475,0.627027027027027,58,73,66,3,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,A_paper_exact,23,centroid,0.9555555555555556
0.8613772750422198,0.64,1.0,0.7804878048780487,80,75,45,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,24,threshold,0.9555555555555556
0.8479941895485213,0.6194690265486725,0.875,0.7253886010362695,70,77,43,10,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,24,centroid,0.9555555555555556
0.9430854277430507,0.7009345794392523,0.9375,0.8021390374331551,75,88,32,5,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,25,threshold,0.9555555555555556
0.8804570190314828,0.472,0.9672131147540983,0.6344086021505376,59,73,66,2,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.9,0.45,0.42857142857142855,40,A_paper_exact,25,centroid,0.9555555555555556
0.8610184719263362,0.7339449541284404,1.0,0.8465608465608466,80,91,29,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,26,threshold,0.9555555555555556
0.8860306072685463,0.7079646017699115,1.0,0.8290155440414507,80,87,33,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,26,centroid,0.9555555555555556
0.5527982534539861,0.4888888888888889,0.9705882352941176,0.6502463054187192,66,63,69,2,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.9,0.45,0.42857142857142855,40,A_paper_exact,27,threshold,0.9555555555555556
0.47760179440110134,0.4108527131782946,0.8688524590163934,0.5578947368421053,53,63,76,8,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,27,centroid,0.9555555555555556
0.9082657573887329,0.39215686274509803,0.7272727272727273,0.5095541401273885,40,83,62,15,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,A_paper_exact,28,threshold,0.9555555555555556
0.8207049844542132,0.4672131147540984,0.9661016949152542,0.6298342541436464,57,76,65,2,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,28,centroid,0.9555555555555556
0.8422375549959429,0.628099173553719,0.95,0.7562189054726368,76,75,45,4,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,A_paper_exact,29,threshold,0.9555555555555556
0.7317821510627038,0.49586776859504134,0.9523809523809523,0.6521739130434783,60,76,61,3,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.95,0.475,0.4634146341463415,40,A_paper_exact,29,centroid,0.9555555555555556
0.7611869200305653,0.2712765957446808,0.8360655737704918,0.40963855421686746,51,2,137,10,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,B_paper_plus_noise,0,threshold,0.9444444444444444
0.5108822438001818,0.30158730158730157,0.95,0.4578313253012048,57,8,132,3,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.575,0.2875,0.23711340206185566,40,B_paper_plus_noise,0,centroid,0.9444444444444444
0.6157658346553434,0.2222222222222222,0.7017543859649122,0.33755274261603374,40,3,140,17,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.65,0.325,0.2765957446808511,40,B_paper_plus_noise,1,threshold,0.9444444444444444
0.8360059503838797,0.45222929936305734,0.8875,0.5991561181434599,71,34,86,9,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,B_paper_plus_noise,1,centroid,0.9444444444444444
0.648587548142718,0.3422459893048128,0.8767123287671232,0.4923076923076923,64,4,123,9,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.625,0.3125,0.2631578947368421,40,B_paper_plus_noise,2,threshold,0.9444444444444444
0.7301178170857462,0.44970414201183434,0.95,0.610441767068273,76,27,93,4,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,2,centroid,0.9444444444444444
0.6370358905696506,0.39790575916230364,0.9620253164556962,0.5629629629629629,76,6,115,3,1.0,0.125,0.125,10,0.85,0.2125,0.20481927710843373,20,0.675,0.3375,0.2903225806451613,40,B_paper_plus_noise,3,threshold,0.9444444444444444
0.8667462339969947,0.43478260869565216,1.0,0.6060606060606061,80,16,104,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,B_paper_plus_noise,3,centroid,0.9444444444444444
0.7737655817875719,0.20304568527918782,1.0,0.33755274261603374,40,3,157,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,4,threshold,0.9444444444444444
0.8362301651406584,0.34065934065934067,0.9253731343283582,0.49799196787148586,62,13,120,5,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.95,0.475,0.4634146341463415,40,B_paper_plus_noise,4,centroid,0.9444444444444444
0.6239736841325821,0.39267015706806285,0.9615384615384616,0.5576208178438662,75,6,116,3,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.75,0.375,0.3333333333333333,40,B_paper_plus_noise,5,threshold,0.9444444444444444
0.8229119651560345,0.5333333333333333,1.0,0.6956521739130436,80,50,70,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.95,0.475,0.4634146341463415,40,B_paper_plus_noise,5,centroid,0.9444444444444444
0.8265453668947425,0.4020100502512563,1.0,0.5734767025089607,80,1,119,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,6,threshold,0.9444444444444444
0.7288727870795735,0.4319526627218935,0.948051948051948,0.5934959349593496,73,27,96,4,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,B_paper_plus_noise,6,centroid,0.9444444444444444
0.7752222699534503,0.31746031746031744,0.8695652173913043,0.46511627906976744,60,2,129,9,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,B_paper_plus_noise,7,threshold,0.9444444444444444
0.7026775191222168,0.24539877300613497,0.7843137254901961,0.37383177570093457,40,26,123,11,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.725,0.3625,0.31868131868131866,40,B_paper_plus_noise,7,centroid,0.9444444444444444
0.2577270670020448,0.27071823204419887,0.7424242424242424,0.3967611336032389,49,2,132,17,0.0,0.0,0.0,10,0.05,0.0125,0.010101010101010102,20,0.1,0.05,0.034482758620689655,40,B_paper_plus_noise,8,threshold,0.9444444444444444
-0.3749185082196187,0.25510204081632654,0.9803921568627451,0.4048582995951417,50,3,146,1,0.2,0.025,0.022727272727272728,10,0.3,0.075,0.06382978723404255,20,0.375,0.1875,0.14285714285714285,40,B_paper_plus_noise,8,centroid,0.9444444444444444
0.7850271709041222,0.4020100502512563,1.0,0.5734767025089607,80,1,119,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,B_paper_plus_noise,9,threshold,0.9444444444444444
0.6752646173801867,0.432258064516129,0.8933333333333333,0.5826086956521739,67,37,88,8,1.0,0.125,0.125,10,0.7,0.175,0.16279069767441862,20,0.575,0.2875,0.23711340206185566,40,B_paper_plus_noise,9,centroid,0.9444444444444444
0.6986064067387321,0.40609137055837563,1.0,0.5776173285198556,80,3,117,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.775,0.3875,0.34831460674157305,40,B_paper_plus_noise,10,threshold,0.9444444444444444
0.9131725604402045,0.5419847328244275,0.9102564102564102,0.6794258373205742,71,62,60,7,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.95,0.475,0.4634146341463415,40,B_paper_plus_noise,10,centroid,0.9444444444444444
0.8838877898784071,0.41237113402061853,1.0,0.5839416058394161,80,6,114,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,B_paper_plus_noise,11,threshold,0.9444444444444444
0.754680694143052,0.2822085889570552,0.7931034482758621,0.416289592760181,46,25,117,12,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,B_paper_plus_noise,11,centroid,0.9444444444444444
0.8388886991525499,0.4166666666666667,1.0,0.5882352941176471,80,8,112,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,12,threshold,0.9444444444444444
0.8731007349643662,0.5238095238095238,0.9625,0.6784140969162995,77,50,70,3,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,12,centroid,0.9444444444444444
0.8043032698213285,0.4020100502512563,1.0,0.5734767025089607,80,1,119,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.85,0.425,0.3953488372093023,40,B_paper_plus_noise,13,threshold,0.9444444444444444
0.523012343809169,0.3,0.9152542372881356,0.4518828451882845,54,15,126,5,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.6,0.3,0.25,40,B_paper_plus_noise,13,centroid,0.9444444444444444
0.6741797533772469,0.38860103626943004,0.9375,0.5494505494505495,75,2,118,5,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.675,0.3375,0.2903225806451613,40,B_paper_plus_noise,14,threshold,0.9444444444444444
0.3037915559648484,0.27932960893854747,0.9090909090909091,0.42735042735042733,50,16,129,5,0.0,0.0,0.0,10,0.0,0.0,0.0,20,0.125,0.0625,0.043478260869565216,40,B_paper_plus_noise,14,centroid,0.9444444444444444
0.7033328506020883,0.2185792349726776,0.7272727272727273,0.3361344537815126,40,2,143,15,1.0,0.125,0.125,10,0.9,0.225,0.21951219512195122,20,0.8,0.4,0.36363636363636365,40,B_paper_plus_noise,15,threshold,0.9444444444444444
-0.015170465524494883,0.10404624277456648,0.4864864864864865,0.17142857142857146,18,8,155,19,0.0,0.0,0.0,10,0.0,0.0,0.0,20,0.15,0.075,0.05263157894736842,40,B_paper_plus_noise,15,centroid,0.9444444444444444
0.7030131170682464,0.3894736842105263,0.9736842105263158,0.556390977443609,74,8,116,2,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.65,0.325,0.2765957446808511,40,B_paper_plus_noise,16,threshold,0.9444444444444444
0.6858179167615697,0.4318181818181818,0.95,0.59375,76,20,100,4,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.75,0.375,0.3333333333333333,40,B_paper_plus_noise,16,centroid,0.9444444444444444
0.7233706275391322,0.4020618556701031,0.975,0.5693430656934306,78,4,116,2,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.825,0.4125,0.3793103448275862,40,B_paper_plus_noise,17,threshold,0.9444444444444444
0.789271894111946,0.3894736842105263,0.9367088607594937,0.550185873605948,74,5,116,5,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.9,0.45,0.42857142857142855,40,B_paper_plus_noise,17,centroid,0.9444444444444444
0.7864203506080618,0.26666666666666666,0.7164179104477612,0.388663967611336,48,1,132,19,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,B_paper_plus_noise,18,threshold,0.9444444444444444
0.4888839528320097,0.2879581151832461,0.9322033898305084,0.4400000000000001,55,5,136,4,1.0,0.125,0.125,10,0.6,0.15,0.13636363636363635,20,0.45,0.225,0.17647058823529413,40,B_paper_plus_noise,18,centroid,0.9444444444444444
0.7837601030176553,0.4074074074074074,0.9625,0.5724907063197026,77,8,112,3,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,19,threshold,0.9444444444444444
0.8559842978878314,0.42780748663101603,1.0,0.599250936329588,80,13,107,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.975,0.4875,0.48148148148148145,40,B_paper_plus_noise,19,centroid,0.9444444444444444
0.8259573430725535,0.40404040404040403,1.0,0.5755395683453237,80,2,118,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,20,threshold,0.9444444444444444
0.6181469158603661,0.31413612565445026,0.9523809523809523,0.47244094488188976,60,6,131,3,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.825,0.4125,0.3793103448275862,40,B_paper_plus_noise,20,centroid,0.9444444444444444
0.7927353580758518,0.40609137055837563,1.0,0.5776173285198556,80,3,117,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,21,threshold,0.9444444444444444
0.708122059177894,0.38181818181818183,0.8289473684210527,0.5228215767634855,63,22,102,13,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.85,0.425,0.3953488372093023,40,B_paper_plus_noise,21,centroid,0.9444444444444444
0.6926312686326443,0.3723404255319149,0.9459459459459459,0.5343511450381679,70,8,118,4,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.75,0.375,0.3333333333333333,40,B_paper_plus_noise,22,threshold,0.9444444444444444
0.8421192097625164,0.44692737430167595,1.0,0.6177606177606177,80,21,99,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,22,centroid,0.9444444444444444
0.7847350153753352,0.22346368715083798,0.7017543859649122,0.3389830508474576,40,4,139,17,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.825,0.4125,0.3793103448275862,40,B_paper_plus_noise,23,threshold,0.9444444444444444
0.8200560533048707,0.38461538461538464,0.8125,0.5220883534136547,65,16,104,15,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,B_paper_plus_noise,23,centroid,0.9444444444444444
0.8486505098112838,0.418848167539267,1.0,0.5904059040590406,80,9,111,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,24,threshold,0.9444444444444444
0.8621449105551816,0.4491017964071856,0.9615384615384616,0.6122448979591837,75,30,92,3,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,24,centroid,0.9444444444444444
0.7774832699521597,0.20618556701030927,1.0,0.3418803418803419,40,6,154,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.875,0.4375,0.4117647058823529,40,B_paper_plus_noise,25,threshold,0.9444444444444444
0.9043672592352276,0.49295774647887325,0.875,0.6306306306306306,70,48,72,10,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.925,0.4625,0.4457831325301205,40,B_paper_plus_noise,25,centroid,0.9444444444444444
0.621875533915192,0.23076923076923078,0.711864406779661,0.3485477178423237,42,1,140,17,1.0,0.125,0.125,10,0.9,0.225,0.21951219512195122,20,0.575,0.2875,0.23711340206185566,40,B_paper_plus_noise,26,threshold,0.9444444444444444
0.647388961938081,0.39893617021276595,0.9375,0.5597014925373134,75,7,113,5,1.0,0.125,0.125,10,0.95,0.2375,0.2345679012345679,20,0.9,0.45,0.42857142857142855,40,B_paper_plus_noise,26,centroid,0.9444444444444444
0.6062413522916535,0.4020100502512563,1.0,0.5734767025089607,80,1,119,0,0.5,0.0625,0.058823529411764705,10,0.4,0.1,0.08695652173913043,20,0.525,0.2625,0.21212121212121213,40,B_paper_plus_noise,27,threshold,0.9444444444444444
0.10613824849834824,0.20441988950276244,0.8604651162790697,0.33035714285714285,37,13,144,6,0.0,0.0,0.0,10,0.0,0.0,0.0,20,0.15,0.075,0.05263157894736842,40,B_paper_plus_noise,27,centroid,0.9444444444444444
0.6983476592116187,0.4072164948453608,0.9875,0.5766423357664233,79,5,115,1,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.7,0.35,0.30434782608695654,40,B_paper_plus_noise,28,threshold,0.9444444444444444
0.8625041819523934,0.31645569620253167,0.9259259259259259,0.4716981132075472,50,38,108,4,1.0,0.125,0.125,10,1.0,0.25,0.25,20,1.0,0.5,0.5,40,B_paper_plus_noise,28,centroid,0.9444444444444444
0.7366063202031959,0.4072164948453608,0.9875,0.5766423357664233,79,5,115,1,1.0,0.125,0.125,10,0.95,0.2375,0.2345679012345679,20,0.75,0.375,0.3333333333333333,40,B_paper_plus_noise,29,threshold,0.9444444444444444
0.7441706447953021,0.45714285714285713,1.0,0.6274509803921569,80,25,95,0,1.0,0.125,0.125,10,1.0,0.25,0.25,20,0.775,0.3875,0.34831460674157305,40,B_paper_plus_noise,29,centroid,0.9444444444444444
0.7359855710975283,0.3627450980392157,0.74,0.48684210526315785,74,20,130,26,1.0,0.12,0.12,12,0.92,0.23,0.22549019607843138,25,0.72,0.36,0.3157894736842105,50,C_calibrated,0,threshold,0.9888888888888889
