method_a,method_b,fraction,mean_iou,median_iou,mean_overlap_fraction,median_overlap_fraction,mean_centre_distance,mean_score_drop_a,mean_score_drop_b,flip_rate_a,flip_rate_b,n_samples,n_datasets
hydra,shapley_sampling,0.05,0.07272727272727272,0.0,0.08125,0.0,0.186,0.20691255936054512,0.34585645261025294,0.0,0.0,20,1
hydra,shapley_sampling,0.1,0.14219405448790756,0.0,0.19666666666666668,0.0,0.16799999999999998,0.307495295868666,0.36229384421302807,0.0,0.05,20,1
hydra,shapley_sampling,0.2,0.3091723682568297,0.165158371040724,0.38333333333333336,0.2833333333333333,0.162,0.3522180100782982,0.3987605019678615,0.25,0.25,20,1
hydra,tshap_centroid,0.05,0.0,0.0,0.0,0.0,0.20233333333333334,0.20691255936054512,0.23705599463944355,0.0,0.0,20,1
hydra,tshap_centroid,0.1,0.05574494803880111,0.0,0.09333333333333334,0.0,0.21466666666666664,0.307495295868666,0.2548839782795732,0.0,0.0,20,1
hydra,tshap_centroid,0.2,0.19401358559528376,0.14545454545454545,0.2783333333333333,0.25,0.25366666666666665,0.3522180100782982,0.29657286386812165,0.25,0.0,20,1
hydra,tshap_zero,0.05,0.0,0.0,0.0,0.0,0.31466666666666665,0.20691255936054512,0.23866216433560994,0.0,0.1,20,1
hydra,tshap_zero,0.1,0.0,0.0,0.0,0.0,0.29133333333333333,0.307495295868666,0.2725769574000731,0.0,0.1,20,1
hydra,tshap_zero,0.2,0.007692307692307693,0.0,0.013333333333333332,0.0,0.3283333333333333,0.3522180100782982,0.2909100590525963,0.25,0.05,20,1
shapley_sampling,feature_ablation,0.05,0.2533333333333333,0.0,0.25625,0.0,0.139,0.34585645261025294,0.5651490925510172,0.0,0.1,20,1
shapley_sampling,feature_ablation,0.1,0.19232778091473743,0.0,0.22333333333333333,0.0,0.22633333333333333,0.36229384421302807,0.5038868555287607,0.05,0.1,20,1
shapley_sampling,feature_ablation,0.2,0.32542552223616295,0.2290969899665552,0.39333333333333337,0.3666666666666667,0.202,0.3987605019678615,0.5287644819248604,0.25,0.15,20,1
shapley_sampling,mrsqm,0.05,0.0,0.0,0.0,0.0,0.30966666666666665,0.34585645261025294,0.09030376432651631,0.0,0.0,20,1
shapley_sampling,mrsqm,0.1,0.09646739130434782,0.0,0.13,0.0,0.2803333333333333,0.36229384421302807,0.14049097151993006,0.05,0.0,20,1
shapley_sampling,mrsqm,0.2,0.22582951945080093,0.0,0.2733333333333333,0.0,0.25366666666666665,0.3987605019678615,0.2251691002759911,0.25,0.25,20,1
shapley_sampling,tshap_centroid,0.05,0.04666666666666666,0.0,0.0625,0.0,0.33166666666666667,0.34585645261025294,0.23705599463944355,0.0,0.0,20,1
shapley_sampling,tshap_centroid,0.1,0.058967391304347826,0.0,0.06999999999999999,0.0,0.31533333333333335,0.36229384421302807,0.2548839782795732,0.05,0.0,20,1
shapley_sampling,tshap_centroid,0.2,0.08364222100544146,0.0,0.125,0.0,0.309,0.3987605019678615,0.29657286386812165,0.25,0.0,20,1
shapley_sampling,tshap_zero,0.05,0.0,0.0,0.0,0.0,0.3546666666666667,0.34585645261025294,0.23866216433560994,0.0,0.1,20,1
shapley_sampling,tshap_zero,0.1,0.05839920948616602,0.0,0.08333333333333333,0.0,0.3,0.36229384421302807,0.2725769574000731,0.05,0.1,20,1
shapley_sampling,tshap_zero,0.2,0.1650612173626526,0.0,0.22166666666666668,0.0,0.26366666666666666,0.3987605019678615,0.2909100590525963,0.25,0.05,20,1
tshap_centroid,mrsqm,0.05,0.0,0.0,0.0,0.0,0.42266666666666663,0.23705599463944355,0.09030376432651631,0.0,0.0,20,1
tshap_centroid,mrsqm,0.1,0.01,0.0,0.016666666666666666,0.0,0.41166666666666674,0.2548839782795732,0.14049097151993006,0.0,0.0,20,1
tshap_centroid,mrsqm,0.2,0.13918364328086938,0.0,0.2033333333333333,0.0,0.33666666666666667,0.29657286386812165,0.2251691002759911,0.0,0.25,20,1
tshap_centroid,tshap_zero,0.05,0.06161616161616161,0.0,0.075,0.0,0.24633333333333335,0.23705599463944355,0.23866216433560994,0.0,0.1,20,1
tshap_centroid,tshap_zero,0.1,0.058427601809954745,0.0,0.07666666666666667,0.0,0.24266666666666667,0.2548839782795732,0.2725769574000731,0.0,0.1,20,1
tshap_centroid,tshap_zero,0.2,0.07665779120471275,0.0,0.10500000000000001,0.0,0.2566666666666667,0.29657286386812165,0.2909100590525963,0.0,0.05,20,1
tshap_zero,mrsqm,0.05,0.0,0.0,0.0,0.0,0.48633333333333334,0.23866216433560994,0.09030376432651631,0.1,0.0,20,1
tshap_zero,mrsqm,0.1,0.0,0.0,0.0,0.0,0.5063333333333333,0.2725769574000731,0.14049097151993006,0.1,0.0,20,1
tshap_zero,mrsqm,0.2,0.007692307692307693,0.0,0.013333333333333332,0.0,0.45200000000000007,0.2909100590525963,0.2251691002759911,0.05,0.25,20,1
